As of date,As of time,Mainland China,Number of reported/confirmed cases,Number of deaths,Remark
13/02/2020,18:00,Guangdong,1241,2,
13/02/2020,18:00,Guizhou,135,1,
13/02/2020,18:00,Shanghai,315,1,
13/02/2020,18:00,Shandong,509,2,
13/02/2020,18:00,Guangxi Zhuang Autonomous Region,222,2,
13/02/2020,18:00,Yunnan,156,0,
13/02/2020,18:00,Inner Mongolia Autonomous Region,61,0,
13/02/2020,18:00,Zhejiang,1145,0,
13/02/2020,18:00,Henan,1169,10,
13/02/2020,18:00,Hebei,265,3,
13/02/2020,18:00,Hainan,157,4,
13/02/2020,18:00,Jilin,84,1,
13/02/2020,18:00,Shanxi,126,0,
13/02/2020,18:00,Ningxia Hui Autonomous Region,64,0,
13/02/2020,18:00,Jiangsu,570,0,
13/02/2020,18:00,Xinjiang Uygur Autonomous Region,63,1,
13/02/2020,18:00,Qinghai,18,0,
13/02/2020,18:00,Tibet Autonomous Region,1,0,
13/02/2020,23:59,Hubei,51986,1318,
14/02/2020,9:00,Beijing,366,3,
14/02/2020,9:00,Liaoning,117,1,
14/02/2020,9:00,Anhui,910,5,
14/02/2020,9:00,Chongqing,525,3,
14/02/2020,9:00,Shaanxi,229,0,
14/02/2020,9:00,Tianjin,119,3,
14/02/2020,9:00,Fujian,279,0,
14/02/2020,9:00,Hunan,968,2,
14/02/2020,9:00,Sichuan,451,1,
14/02/2020,9:00,Gansu,90,2,
14/02/2020,9:00,Heilongjiang,418,11,
14/02/2020,9:00,Jiangxi,872,1,
14/02/2020,9:00,Guangdong,1261,2,
14/02/2020,9:00,Guizhou,135,1,
14/02/2020,9:00,Shanghai,318,1,
14/02/2020,9:00,Shandong,519,2,
14/02/2020,9:00,Guangxi Zhuang Autonomous Region,226,2,
14/02/2020,9:00,Yunnan,156,0,
14/02/2020,9:00,Inner Mongolia Autonomous Region,61,0,
14/02/2020,9:00,Zhejiang,1145,0,
14/02/2020,9:00,Henan,1169,10,
14/02/2020,9:00,Hebei,283,3,
14/02/2020,9:00,Hainan,157,4,
14/02/2020,9:00,Jilin,86,1,
14/02/2020,9:00,Shanxi,126,0,
14/02/2020,9:00,Ningxia Hui Autonomous Region,64,0,
14/02/2020,9:00,Jiangsu,570,0,
14/02/2020,9:00,Xinjiang Uygur Autonomous Region,63,1,
14/02/2020,9:00,Qinghai,18,0,
14/02/2020,9:00,Tibet Autonomous Region,1,0,
14/02/2020,18:00,Beijing,372,3,
14/02/2020,18:00,Liaoning,117,1,
14/02/2020,18:00,Anhui,934,6,
14/02/2020,18:00,Chongqing,532,5,
14/02/2020,18:00,Shaanxi,230,0,
14/02/2020,18:00,Tianjin,120,3,
14/02/2020,18:00,Fujian,281,0,
14/02/2020,18:00,Hunan,988,2,
14/02/2020,18:00,Sichuan,463,1,
14/02/2020,18:00,Gansu,90,2,
14/02/2020,18:00,Heilongjiang,418,11,
14/02/2020,18:00,Jiangxi,900,1,
14/02/2020,18:00,Guangdong,1261,2,
14/02/2020,18:00,Guizhou,140,1,
14/02/2020,18:00,Shanghai,318,1,
14/02/2020,18:00,Shandong,523,2,
14/02/2020,18:00,Guangxi Zhuang Autonomous Region,226,2,
14/02/2020,18:00,Yunnan,162,0,
14/02/2020,18:00,Inner Mongolia Autonomous Region,65,0,
14/02/2020,18:00,Zhejiang,1155,0,
14/02/2020,18:00,Henan,1184,11,
14/02/2020,18:00,Hebei,283,3,
14/02/2020,18:00,Hainan,158,4,
14/02/2020,18:00,Jilin,86,1,
14/02/2020,18:00,Shanxi,126,0,
14/02/2020,18:00,Ningxia Hui Autonomous Region,67,0,
14/02/2020,18:00,Jiangsu,593,0,
14/02/2020,18:00,Xinjiang Uygur Autonomous Region,65,1,
14/02/2020,18:00,Qinghai,18,0,
14/02/2020,18:00,Tibet Autonomous Region,1,0,
14/02/2020,23:59,Hubei,54406,1457,
15/02/2020,9:00,Beijing,372,4,
15/02/2020,9:00,Liaoning,119,1,
15/02/2020,9:00,Anhui,934,6,
15/02/2020,9:00,Chongqing,537,5,
15/02/2020,9:00,Shaanxi,230,0,
15/02/2020,9:00,Tianjin,120,3,
15/02/2020,9:00,Fujian,285,0,
15/02/2020,9:00,Hunan,1001,2,
15/02/2020,9:00,Sichuan,470,1,
15/02/2020,9:00,Gansu,90,2,
15/02/2020,9:00,Heilongjiang,425,11,
15/02/2020,9:00,Jiangxi,900,1,
15/02/2020,9:00,Guangdong,1294,2,
15/02/2020,9:00,Guizhou,140,1,
15/02/2020,9:00,Shanghai,326,1,
15/02/2020,9:00,Shandong,530,2,
15/02/2020,9:00,Guangxi Zhuang Autonomous Region,235,2,
15/02/2020,9:00,Yunnan,162,0,
15/02/2020,9:00,Inner Mongolia Autonomous Region,65,0,
15/02/2020,9:00,Zhejiang,1162,0,
15/02/2020,9:00,Henan,1212,13,
15/02/2020,9:00,Hebei,291,3,
15/02/2020,9:00,Hainan,162,4,
15/02/2020,9:00,Jilin,88,1,
15/02/2020,9:00,Shanxi,127,0,
15/02/2020,9:00,Ningxia Hui Autonomous Region,67,0,
15/02/2020,9:00,Jiangsu,604,0,
15/02/2020,9:00,Xinjiang Uygur Autonomous Region,65,1,
15/02/2020,9:00,Qinghai,18,0,
15/02/2020,9:00,Tibet Autonomous Region,1,0,
15/02/2020,18:00,Beijing,375,4,
15/02/2020,18:00,Liaoning,119,1,
15/02/2020,18:00,Anhui,950,6,
15/02/2020,18:00,Chongqing,538,5,
15/02/2020,18:00,Shaanxi,232,0,
15/02/2020,18:00,Tianjin,121,3,
15/02/2020,18:00,Fujian,285,0,
15/02/2020,18:00,Hunan,1001,2,
15/02/2020,18:00,Sichuan,470,1,
15/02/2020,18:00,Gansu,90,2,
15/02/2020,18:00,Heilongjiang,425,11,
15/02/2020,18:00,Jiangxi,913,1,
15/02/2020,18:00,Guangdong,1294,2,
15/02/2020,18:00,Guizhou,143,1,
15/02/2020,18:00,Shanghai,326,1,
15/02/2020,18:00,Shandong,532,2,
15/02/2020,18:00,Guangxi Zhuang Autonomous Region,235,2,
15/02/2020,18:00,Yunnan,168,0,
15/02/2020,18:00,Inner Mongolia Autonomous Region,68,0,
15/02/2020,18:00,Zhejiang,1162,0,
15/02/2020,18:00,Henan,1212,13,
15/02/2020,18:00,Hebei,291,3,
15/02/2020,18:00,Hainan,162,4,
15/02/2020,18:00,Jilin,88,1,
15/02/2020,18:00,Shanxi,127,0,
15/02/2020,18:00,Ningxia Hui Autonomous Region,70,0,
15/02/2020,18:00,Jiangsu,604,0,
15/02/2020,18:00,Xinjiang Uygur Autonomous Region,70,1,
15/02/2020,18:00,Qinghai,18,0,
15/02/2020,18:00,Tibet Autonomous Region,1,0,
15/02/2020,23:59,Hubei,56249,1596,
16/02/2020,9:00,Beijing,375,4,
16/02/2020,9:00,Liaoning,119,1,
16/02/2020,9:00,Anhui,950,6,
16/02/2020,9:00,Chongqing,544,5,
16/02/2020,9:00,Shaanxi,232,0,
16/02/2020,9:00,Tianjin,122,3,
16/02/2020,9:00,Fujian,287,0,
16/02/2020,9:00,Hunan,1001,2,
16/02/2020,9:00,Sichuan,481,1,
16/02/2020,9:00,Gansu,90,2,
16/02/2020,9:00,Heilongjiang,445,11,
16/02/2020,9:00,Jiangxi,913,1,
16/02/2020,9:00,Guangdong,1316,2,
16/02/2020,9:00,Guizhou,143,1,
16/02/2020,9:00,Shanghai,328,1,
16/02/2020,9:00,Shandong,537,2,
16/02/2020,9:00,Guangxi Zhuang Autonomous Region,237,2,
16/02/2020,9:00,Yunnan,168,0,
16/02/2020,9:00,Inner Mongolia Autonomous Region,68,0,
16/02/2020,9:00,Zhejiang,1162,0,
16/02/2020,9:00,Henan,1231,13,
16/02/2020,9:00,Hebei,300,3,
16/02/2020,9:00,Hainan,162,4,
16/02/2020,9:00,Jilin,89,1,
16/02/2020,9:00,Shanxi,128,0,
16/02/2020,9:00,Ningxia Hui Autonomous Region,70,0,
16/02/2020,9:00,Jiangsu,604,0,
16/02/2020,9:00,Xinjiang Uygur Autonomous Region,70,1,
16/02/2020,9:00,Qinghai,18,0,
16/02/2020,9:00,Tibet Autonomous Region,1,0,
16/02/2020,18:00,Beijing,380,4,
16/02/2020,18:00,Liaoning,120,1,
16/02/2020,18:00,Anhui,962,6,
16/02/2020,18:00,Chongqing,547,5,
16/02/2020,18:00,Shaanxi,236,0,
16/02/2020,18:00,Tianjin,124,3,
16/02/2020,18:00,Fujian,287,0,
16/02/2020,18:00,Hunan,1004,3,
16/02/2020,18:00,Sichuan,481,3,
16/02/2020,18:00,Gansu,90,2,
16/02/2020,18:00,Heilongjiang,445,11,
16/02/2020,18:00,Jiangxi,925,1,
16/02/2020,18:00,Guangdong,1316,2,
16/02/2020,18:00,Guizhou,144,1,
16/02/2020,18:00,Shanghai,328,1,
16/02/2020,18:00,Shandong,537,2,
16/02/2020,18:00,Guangxi Zhuang Autonomous Region,237,2,
16/02/2020,18:00,Yunnan,171,0,
16/02/2020,18:00,Inner Mongolia Autonomous Region,70,0,
16/02/2020,18:00,Zhejiang,1167,0,
16/02/2020,18:00,Henan,1231,13,
16/02/2020,18:00,Hebei,300,3,
16/02/2020,18:00,Hainan,162,4,
16/02/2020,18:00,Jilin,89,1,
16/02/2020,18:00,Shanxi,128,0,
16/02/2020,18:00,Ningxia Hui Autonomous Region,70,0,
16/02/2020,18:00,Jiangsu,617,0,
16/02/2020,18:00,Xinjiang Uygur Autonomous Region,71,1,
16/02/2020,18:00,Qinghai,18,0,
16/02/2020,18:00,Tibet Autonomous Region,1,0,
16/02/2020,23:59,Hubei,58182,1696,
17/02/2020,9:00,Beijing,381,4,
17/02/2020,9:00,Liaoning,121,1,
17/02/2020,9:00,Anhui,973,6,
17/02/2020,9:00,Chongqing,551,5,
17/02/2020,9:00,Shaanxi,236,0,
17/02/2020,9:00,Tianjin,124,3,
17/02/2020,9:00,Fujian,290,0,
17/02/2020,9:00,Hunan,1006,3,
17/02/2020,9:00,Sichuan,495,3,
17/02/2020,9:00,Gansu,90,2,
17/02/2020,9:00,Heilongjiang,447,11,
17/02/2020,9:00,Jiangxi,925,1,
17/02/2020,9:00,Guangdong,1322,4,
17/02/2020,9:00,Guizhou,144,1,
17/02/2020,9:00,Shanghai,331,1,
17/02/2020,9:00,Shandong,541,2,
17/02/2020,9:00,Guangxi Zhuang Autonomous Region,238,2,
17/02/2020,9:00,Yunnan,171,0,
17/02/2020,9:00,Inner Mongolia Autonomous Region,70,0,
17/02/2020,9:00,Zhejiang,1167,0,
17/02/2020,9:00,Henan,1246,16,
17/02/2020,9:00,Hebei,301,3,
17/02/2020,9:00,Hainan,162,4,
17/02/2020,9:00,Jilin,89,1,
17/02/2020,9:00,Shanxi,129,0,
17/02/2020,9:00,Ningxia Hui Autonomous Region,70,0,
17/02/2020,9:00,Jiangsu,617,0,
17/02/2020,9:00,Xinjiang Uygur Autonomous Region,71,1,
17/02/2020,9:00,Qinghai,18,0,
17/02/2020,9:00,Tibet Autonomous Region,1,0,
17/02/2020,18:00,Beijing,381,4,
17/02/2020,18:00,Liaoning,121,1,
17/02/2020,18:00,Anhui,973,6,
17/02/2020,18:00,Chongqing,552,5,
17/02/2020,18:00,Shaanxi,240,0,
17/02/2020,18:00,Tianjin,125,3,
17/02/2020,18:00,Fujian,290,0,
17/02/2020,18:00,Hunan,1006,3,
17/02/2020,18:00,Sichuan,495,3,
17/02/2020,18:00,Gansu,90,2,
17/02/2020,18:00,Heilongjiang,457,11,
17/02/2020,18:00,Jiangxi,930,1,
17/02/2020,18:00,Guangdong,1322,4,
17/02/2020,18:00,Guizhou,146,1,
17/02/2020,18:00,Shanghai,332,1,
17/02/2020,18:00,Shandong,541,2,
17/02/2020,18:00,Guangxi Zhuang Autonomous Region,238,2,
17/02/2020,18:00,Yunnan,171,0,
17/02/2020,18:00,Inner Mongolia Autonomous Region,72,0,
17/02/2020,18:00,Zhejiang,1171,0,
17/02/2020,18:00,Henan,1246,16,
17/02/2020,18:00,Hebei,301,3,
17/02/2020,18:00,Hainan,163,4,
17/02/2020,18:00,Jilin,89,1,
17/02/2020,18:00,Shanxi,129,0,
17/02/2020,18:00,Ningxia Hui Autonomous Region,70,0,
17/02/2020,18:00,Jiangsu,626,0,
17/02/2020,18:00,Xinjiang Uygur Autonomous Region,75,1,
17/02/2020,18:00,Qinghai,18,0,
17/02/2020,18:00,Tibet Autonomous Region,1,0,
17/02/2020,23:59,Hubei,59989,1789,
18/02/2020,9:00,Beijing,381,4,
18/02/2020,9:00,Liaoning,121,1,
18/02/2020,9:00,Anhui,982,6,
18/02/2020,9:00,Chongqing,553,5,
18/02/2020,9:00,Shaanxi,240,0,
18/02/2020,9:00,Tianjin,125,3,
18/02/2020,9:00,Fujian,292,0,
18/02/2020,9:00,Hunan,1007,4,
18/02/2020,9:00,Sichuan,508,3,
18/02/2020,9:00,Gansu,91,2,
18/02/2020,9:00,Heilongjiang,464,11,
18/02/2020,9:00,Jiangxi,930,1,
18/02/2020,9:00,Guangdong,1328,4,
18/02/2020,9:00,Guizhou,146,1,
18/02/2020,9:00,Shanghai,333,1,
18/02/2020,9:00,Shandong,543,2,
18/02/2020,9:00,Guangxi Zhuang Autonomous Region,242,2,
18/02/2020,9:00,Yunnan,171,0,
18/02/2020,9:00,Inner Mongolia Autonomous Region,72,0,
18/02/2020,9:00,Zhejiang,1172,0,
18/02/2020,9:00,Henan,1257,19,
18/02/2020,9:00,Hebei,302,4,
18/02/2020,9:00,Hainan,163,4,
18/02/2020,9:00,Jilin,89,1,
18/02/2020,9:00,Shanxi,130,0,
18/02/2020,9:00,Ningxia Hui Autonomous Region,70,0,
18/02/2020,9:00,Jiangsu,629,0,
18/02/2020,9:00,Xinjiang Uygur Autonomous Region,76,1,
18/02/2020,9:00,Qinghai,18,0,
18/02/2020,9:00,Tibet Autonomous Region,1,0,
18/02/2020,18:00,Beijing,387,4,
18/02/2020,18:00,Liaoning,121,1,
18/02/2020,18:00,Anhui,982,6,
18/02/2020,18:00,Chongqing,553,5,
18/02/2020,18:00,Shaanxi,240,0,
18/02/2020,18:00,Tianjin,127,3,
18/02/2020,18:00,Fujian,292,0,
18/02/2020,18:00,Hunan,1007,4,
18/02/2020,18:00,Sichuan,508,3,
18/02/2020,18:00,Gansu,91,2,
18/02/2020,18:00,Heilongjiang,464,11,
18/02/2020,18:00,Jiangxi,933,1,
18/02/2020,18:00,Guangdong,1328,4,
18/02/2020,18:00,Guizhou,146,1,
18/02/2020,18:00,Shanghai,333,1,
18/02/2020,18:00,Shandong,543,2,
18/02/2020,18:00,Guangxi Zhuang Autonomous Region,242,2,
18/02/2020,18:00,Yunnan,172,0,
18/02/2020,18:00,Inner Mongolia Autonomous Region,73,0,
18/02/2020,18:00,Zhejiang,1172,0,
18/02/2020,18:00,Henan,1257,19,
18/02/2020,18:00,Hebei,302,4,
18/02/2020,18:00,Hainan,163,4,
18/02/2020,18:00,Jilin,89,1,
18/02/2020,18:00,Shanxi,130,0,
18/02/2020,18:00,Ningxia Hui Autonomous Region,70,0,
18/02/2020,18:00,Jiangsu,629,0,
18/02/2020,18:00,Xinjiang Uygur Autonomous Region,76,1,
18/02/2020,18:00,Qinghai,18,0,
18/02/2020,18:00,Tibet Autonomous Region,1,0,
18/02/2020,23:59,Hubei,61682,1921,
19/02/2020,9:00,Beijing,387,4,
19/02/2020,9:00,Liaoning,121,1,
19/02/2020,9:00,Anhui,982,6,
19/02/2020,9:00,Chongqing,555,5,
19/02/2020,9:00,Shaanxi,240,0,
19/02/2020,9:00,Tianjin,128,3,
19/02/2020,9:00,Fujian,292,0,
19/02/2020,9:00,Hunan,1007,4,
19/02/2020,9:00,Sichuan,508,3,
19/02/2020,9:00,Gansu,91,2,
19/02/2020,9:00,Heilongjiang,464,11,
19/02/2020,9:00,Jiangxi,933,1,
19/02/2020,9:00,Guangdong,1331,5,
19/02/2020,9:00,Guizhou,146,2,
19/02/2020,9:00,Shanghai,333,1,
19/02/2020,9:00,Shandong,543,3,
19/02/2020,9:00,Guangxi Zhuang Autonomous Region,242,2,
19/02/2020,9:00,Yunnan,172,0,
19/02/2020,9:00,Inner Mongolia Autonomous Region,73,0,
19/02/2020,9:00,Zhejiang,1172,0,
19/02/2020,9:00,Henan,1257,19,
19/02/2020,9:00,Hebei,306,4,
19/02/2020,9:00,Hainan,163,4,
19/02/2020,9:00,Jilin,89,1,
19/02/2020,9:00,Shanxi,131,0,
19/02/2020,9:00,Ningxia Hui Autonomous Region,70,0,
19/02/2020,9:00,Jiangsu,629,0,
19/02/2020,9:00,Xinjiang Uygur Autonomous Region,76,1,
19/02/2020,9:00,Qinghai,18,0,
19/02/2020,9:00,Tibet Autonomous Region,1,1,
19/02/2020,18:00,Beijing,393,4,
19/02/2020,18:00,Liaoning,121,1,
19/02/2020,18:00,Anhui,986,6,
19/02/2020,18:00,Chongqing,555,5,
19/02/2020,18:00,Shaanxi,242,0,
19/02/2020,18:00,Tianjin,128,3,
19/02/2020,18:00,Fujian,293,0,
19/02/2020,18:00,Hunan,1008,4,
19/02/2020,18:00,Sichuan,514,3,
19/02/2020,18:00,Gansu,91,2,
19/02/2020,18:00,Heilongjiang,470,12,
19/02/2020,18:00,Jiangxi,934,1,
19/02/2020,18:00,Guangdong,1331,5,
19/02/2020,18:00,Guizhou,146,2,
19/02/2020,18:00,Shanghai,333,2,
19/02/2020,18:00,Shandong,544,3,
19/02/2020,18:00,Guangxi Zhuang Autonomous Region,244,2,
19/02/2020,18:00,Yunnan,173,1,
19/02/2020,18:00,Inner Mongolia Autonomous Region,75,0,
19/02/2020,18:00,Zhejiang,1174,0,
19/02/2020,18:00,Henan,1262,19,
19/02/2020,18:00,Hebei,306,4,
19/02/2020,18:00,Hainan,163,4,
19/02/2020,18:00,Jilin,90,1,
19/02/2020,18:00,Shanxi,131,0,
19/02/2020,18:00,Ningxia Hui Autonomous Region,71,0,
19/02/2020,18:00,Jiangsu,631,0,
19/02/2020,18:00,Xinjiang Uygur Autonomous Region,76,1,
19/02/2020,18:00,Qinghai,18,0,
19/02/2020,18:00,Tibet Autonomous Region,1,0,
19/02/2020,23:59,Hubei,62031,2029,
20/02/2020,9:00,Beijing,393,4,
20/02/2020,9:00,Liaoning,121,1,
20/02/2020,9:00,Anhui,986,6,
20/02/2020,9:00,Chongqing,560,5,
20/02/2020,9:00,Shaanxi,242,0,
20/02/2020,9:00,Tianjin,130,3,
20/02/2020,9:00,Fujian,293,0,
20/02/2020,9:00,Hunan,1008,4,
20/02/2020,9:00,Sichuan,514,3,
20/02/2020,9:00,Gansu,91,2,
20/02/2020,9:00,Heilongjiang,476,12,
20/02/2020,9:00,Jiangxi,934,1,
20/02/2020,9:00,Guangdong,1332,5,
20/02/2020,9:00,Guizhou,146,2,
20/02/2020,9:00,Shanghai,333,2,
20/02/2020,9:00,Shandong,544,3,
20/02/2020,9:00,Guangxi Zhuang Autonomous Region,245,2,
20/02/2020,9:00,Yunnan,173,1,
20/02/2020,9:00,Inner Mongolia Autonomous Region,75,0,
20/02/2020,9:00,Zhejiang,1174,0,
20/02/2020,9:00,Henan,1262,19,
20/02/2020,9:00,Hebei,307,5,
20/02/2020,9:00,Hainan,168,4,
20/02/2020,9:00,Jilin,90,1,
20/02/2020,9:00,Shanxi,131,0,
20/02/2020,9:00,Ningxia Hui Autonomous Region,71,0,
20/02/2020,9:00,Jiangsu,631,0,
20/02/2020,9:00,Xinjiang Uygur Autonomous Region,76,1,
20/02/2020,9:00,Qinghai,18,0,
20/02/2020,9:00,Tibet Autonomous Region,1,0,
20/02/2020,18:00,Beijing,395,4,
20/02/2020,18:00,Liaoning,121,1,
20/02/2020,18:00,Anhui,987,6,
20/02/2020,18:00,Chongqing,560,5,
20/02/2020,18:00,Shaanxi,245,1,
20/02/2020,18:00,Tianjin,130,3,
20/02/2020,18:00,Fujian,293,1,
20/02/2020,18:00,Hunan,1010,4,
20/02/2020,18:00,Sichuan,520,3,
20/02/2020,18:00,Gansu,91,2,
20/02/2020,18:00,Heilongjiang,476,12,
20/02/2020,18:00,Jiangxi,934,1,
20/02/2020,18:00,Guangdong,1332,5,
20/02/2020,18:00,Guizhou,146,2,
20/02/2020,18:00,Shanghai,334,2,
20/02/2020,18:00,Shandong,546,4,
20/02/2020,18:00,Guangxi Zhuang Autonomous Region,245,2,
20/02/2020,18:00,Yunnan,173,1,
20/02/2020,18:00,Inner Mongolia Autonomous Region,75,0,
20/02/2020,18:00,Zhejiang,1175,0,
20/02/2020,18:00,Henan,1265,19,
20/02/2020,18:00,Hebei,307,5,
20/02/2020,18:00,Hainan,168,4,
20/02/2020,18:00,Jilin,91,1,
20/02/2020,18:00,Shanxi,131,0,
20/02/2020,18:00,Ningxia Hui Autonomous Region,71,0,
20/02/2020,18:00,Jiangsu,631,0,
20/02/2020,18:00,Xinjiang Uygur Autonomous Region,76,1,
20/02/2020,18:00,Qinghai,18,0,
20/02/2020,18:00,Tibet Autonomous Region,1,0,
20/02/2020,23:59,Hubei,62662,2144,
21/02/2020,9:00,Beijing,395,4,
21/02/2020,9:00,Liaoning,121,1,
21/02/2020,9:00,Anhui,987,6,
21/02/2020,9:00,Chongqing,567,6,
21/02/2020,9:00,Shaanxi,245,1,
21/02/2020,9:00,Tianjin,131,3,
21/02/2020,9:00,Fujian,293,1,
21/02/2020,9:00,Hunan,1010,4,
21/02/2020,9:00,Sichuan,520,3,
21/02/2020,9:00,Gansu,91,2,
21/02/2020,9:00,Heilongjiang,479,12,
21/02/2020,9:00,Jiangxi,934,1,
21/02/2020,9:00,Guangdong,1332,5,
21/02/2020,9:00,Guizhou,146,2,
21/02/2020,9:00,Shanghai,334,2,
21/02/2020,9:00,Shandong,546,4,
21/02/2020,9:00,Guangxi Zhuang Autonomous Region,246,2,
21/02/2020,9:00,Yunnan,174,2,
21/02/2020,9:00,Inner Mongolia Autonomous Region,75,0,
21/02/2020,9:00,Zhejiang,1175,1,
21/02/2020,9:00,Henan,1267,19,
21/02/2020,9:00,Hebei,308,5,
21/02/2020,9:00,Hainan,168,4,
21/02/2020,9:00,Jilin,91,1,
21/02/2020,9:00,Shanxi,132,0,
21/02/2020,9:00,Ningxia Hui Autonomous Region,71,0,
21/02/2020,9:00,Jiangsu,631,0,
21/02/2020,9:00,Xinjiang Uygur Autonomous Region,76,1,
21/02/2020,9:00,Qinghai,18,0,
21/02/2020,9:00,Tibet Autonomous Region,1,0,
21/02/2020,18:00,Beijing,396,4,
21/02/2020,18:00,Liaoning,121,1,
21/02/2020,18:00,Anhui,988,6,
21/02/2020,18:00,Chongqing,567,6,
21/02/2020,18:00,Shaanxi,245,1,
21/02/2020,18:00,Tianjin,132,3,
21/02/2020,18:00,Fujian,293,1,
21/02/2020,18:00,Hunan,1011,4,
21/02/2020,18:00,Sichuan,525,3,
21/02/2020,18:00,Gansu,91,2,
21/02/2020,18:00,Heilongjiang,479,12,
21/02/2020,18:00,Jiangxi,934,1,
21/02/2020,18:00,Guangdong,1333,5,
21/02/2020,18:00,Guizhou,146,2,
21/02/2020,18:00,Shanghai,334,2,
21/02/2020,18:00,Shandong,749,4,
21/02/2020,18:00,Guangxi Zhuang Autonomous Region,246,2,
21/02/2020,18:00,Yunnan,174,2,
21/02/2020,18:00,Inner Mongolia Autonomous Region,75,0,
21/02/2020,18:00,Zhejiang,1203,1,
21/02/2020,18:00,Henan,1267,19,
21/02/2020,18:00,Hebei,308,5,
21/02/2020,18:00,Hainan,168,4,
21/02/2020,18:00,Jilin,91,1,
21/02/2020,18:00,Shanxi,132,0,
21/02/2020,18:00,Ningxia Hui Autonomous Region,71,0,
21/02/2020,18:00,Jiangsu,631,0,
21/02/2020,18:00,Xinjiang Uygur Autonomous Region,76,1,
21/02/2020,18:00,Qinghai,18,0,
21/02/2020,18:00,Tibet Autonomous Region,1,0,
21/02/2020,23:59,Hubei,63454,2250,
22/02/2020,9:00,Beijing,399,4,
22/02/2020,9:00,Liaoning,121,1,
22/02/2020,9:00,Anhui,989,6,
22/02/2020,9:00,Chongqing,572,6,
22/02/2020,9:00,Shaanxi,245,1,
22/02/2020,9:00,Tianjin,133,3,
22/02/2020,9:00,Fujian,293,1,
22/02/2020,9:00,Hunan,1013,4,
22/02/2020,9:00,Sichuan,526,3,
22/02/2020,9:00,Gansu,91,2,
22/02/2020,9:00,Heilongjiang,479,12,
22/02/2020,9:00,Jiangxi,934,1,
22/02/2020,9:00,Guangdong,1339,5,
22/02/2020,9:00,Guizhou,146,2,
22/02/2020,9:00,Shanghai,334,3,
22/02/2020,9:00,Shandong,750,4,
22/02/2020,9:00,Guangxi Zhuang Autonomous Region,249,2,
22/02/2020,9:00,Yunnan,174,2,
22/02/2020,9:00,Inner Mongolia Autonomous Region,75,0,
22/02/2020,9:00,Zhejiang,1205,1,
22/02/2020,9:00,Henan,1270,19,
22/02/2020,9:00,Hebei,309,6,
22/02/2020,9:00,Hainan,168,4,
22/02/2020,9:00,Jilin,91,1,
22/02/2020,9:00,Shanxi,132,0,
22/02/2020,9:00,Ningxia Hui Autonomous Region,71,0,
22/02/2020,9:00,Jiangsu,631,0,
22/02/2020,9:00,Xinjiang Uygur Autonomous Region,76,2,
22/02/2020,9:00,Qinghai,18,0,
22/02/2020,9:00,Tibet Autonomous Region,1,0,
22/02/2020,18:00,Beijing,399,4,
22/02/2020,18:00,Liaoning,121,1,
22/02/2020,18:00,Anhui,989,6,
22/02/2020,18:00,Chongqing,572,6,
22/02/2020,18:00,Shaanxi,245,1,
22/02/2020,18:00,Tianjin,135,3,
22/02/2020,18:00,Fujian,293,1,
22/02/2020,18:00,Hunan,1013,4,
22/02/2020,18:00,Sichuan,526,3,
22/02/2020,18:00,Gansu,91,2,
22/02/2020,18:00,Heilongjiang,479,12,
22/02/2020,18:00,Jiangxi,934,1,
22/02/2020,18:00,Guangdong,1339,5,
22/02/2020,18:00,Guizhou,146,2,
22/02/2020,18:00,Shanghai,335,3,
22/02/2020,18:00,Shandong,750,4,
22/02/2020,18:00,Guangxi Zhuang Autonomous Region,249,2,
22/02/2020,18:00,Yunnan,174,2,
22/02/2020,18:00,Inner Mongolia Autonomous Region,75,0,
22/02/2020,18:00,Zhejiang,1205,1,
22/02/2020,18:00,Henan,1270,19,
22/02/2020,18:00,Hebei,309,6,
22/02/2020,18:00,Hainan,168,4,
22/02/2020,18:00,Jilin,91,1,
22/02/2020,18:00,Shanxi,132,0,
22/02/2020,18:00,Ningxia Hui Autonomous Region,71,0,
22/02/2020,18:00,Jiangsu,631,0,
22/02/2020,18:00,Xinjiang Uygur Autonomous Region,76,2,
22/02/2020,18:00,Qinghai,18,0,
22/02/2020,18:00,Tibet Autonomous Region,1,0,
22/02/2020,23:59,Hubei,64084,2346,
23/02/2020,9:00,Beijing,399,4,
23/02/2020,9:00,Liaoning,121,1,
23/02/2020,9:00,Anhui,989,6,
23/02/2020,9:00,Chongqing,573,6,
23/02/2020,9:00,Shaanxi,245,1,
23/02/2020,9:00,Tianjin,135,3,
23/02/2020,9:00,Fujian,293,1,
23/02/2020,9:00,Hunan,1013,4,
23/02/2020,9:00,Sichuan,526,3,
23/02/2020,9:00,Gansu,91,2,
23/02/2020,9:00,Heilongjiang,479,12,
23/02/2020,9:00,Jiangxi,934,1,
23/02/2020,9:00,Guangdong,1342,5,
23/02/2020,9:00,Guizhou,146,2,
23/02/2020,9:00,Shanghai,335,3,
23/02/2020,9:00,Shandong,750,4,
23/02/2020,9:00,Guangxi Zhuang Autonomous Region,249,2,
23/02/2020,9:00,Yunnan,174,2,
23/02/2020,9:00,Inner Mongolia Autonomous Region,75,0,
23/02/2020,9:00,Zhejiang,1205,1,
23/02/2020,9:00,Henan,1270,19,
23/02/2020,9:00,Hebei,311,6,
23/02/2020,9:00,Hainan,168,4,
