District,Building name,Last date of residence of the case(s),Related probable/confirmed cases
Central & Western,120 Connaught Road West (non-residential),18/03/2020,281
Yau Tsim Mong,Hong Kong Pacific Centre (non-residential),18/03/2020,310
Sham Shui Po,83 Hing Wah Street West (non-residential),18/03/2020,314
Sham Shui Po,95 Hing Wah Street West (non-residential),18/03/2020,314
Central & Western,18 Gilman's Bazaar (non-residential),18/03/2020,373
Wan Chai,Telecom House (non-residential),18/03/2020,377
Wan Chai,Causeway Bay Plaza 2 (non-residential),18/03/2020,437
Wan Chai,Lee Garden Two (non-residential),18/03/2020,437
8 Hysan Avenue,Wan Chai (non-residential),18/03/2020,437
Islands,Tung Chung Crescent (non-residential),19/03/2020,"212, 271"
Eastern,Technology Plaza (non-residential),19/03/2020,229
Yuen Long,Tin Shui Shopping Center (non-residential),19/03/2020,231
Tuen Mun,Tuen Mun Parkland Square (non-residential),19/03/2020,244
Sai Kung,Ming Tak Shopping Centre (non-residential),19/03/2020,256
Central & Western,"Phase 1, IFC (non-residential)",19/03/2020,270
Sham Shui Po,67 Broadway (non-residential),19/03/2020,270
Yau Tsim Mong,Hoi Fu Shopping Centre (non-residential),19/03/2020,273
Sham Shui Po,Cheung Lung Industrial Building (non-residential),19/03/2020,"291, 312, 372, 391, 429"
Kowloon City ,15 Kent Road (non-residential),19/03/2020,340
Kowloon City ,360 Prince Edward Road (non-residential),19/03/2020,349
Tai Po,21 Nam Shing Street (non-residential),19/03/2020,377
Islands,Citygate Outlets (non-residential),19/03/2020,392
Wan Chai,Prosperous Commercial Building (non-residential),19/03/2020,412
Yau Tsim Mong,Pioneer Centre (non-residential),19/03/2020,428
Kwun Tong,Everest Industrial Centre (non-residential),19/03/2020,437
Kwun Tong,APM (non-residential),19/03/2020,437
Kwai Tsing,Shek Yam Shopping Centre (non-residential),20/03/2020,263
Central & Western,97 Hollywood Road (non-residential),20/03/2020,266
Sha Tin,Union Hospital (non-residential),20/03/2020,317
Wan Chai,Wu Chung House (non-residential),20/03/2020,325
Central & Western,One Exchange Square (non-residential),20/03/2020,339
Eastern,Parker33 (non-residential),20/03/2020,339
Eastern,Siu Sai Wan Plaza (non-residential),20/03/2020,340
Central & Western,62 Hollywood Road (non-residential),20/03/2020,342
Islands,"Commercial Centre 1, Yat Tung Shopping Centre (non-residential)",20/03/2020,371
Tai Po,22 Wai Yan Street (non-residential),20/03/2020,377
Tai Po,48 Po Heung Street (non-residential),20/03/2020,377
Yau Tsim Mong,Sands Building (non-residential),20/03/2020,388
Central & Western,Yip Fung Building (non-residential),20/03/2020,391
Yau Tsim Mong,Mira Place Tower A (non-residential),20/03/2020,405
Islands,Cathay Pacific City (non-residential),20/03/2020,411
Kwun Tong,Manulife Tower (non-residential),20/03/2020,414
Yau Tsim Mong,Austin Tower Phase II (non-residential),20/03/2020,415
Yau Tsim Mong,Manson House (non-residential),20/03/2020,428
Southern,Marina Square East Centre (non-residential),20/03/2020,429
Yau Tsim Mong,26 Nathan Road (non-residential),20/03/2020,437
Yau Tsim Mong,7 Ashley Road (non-residential),20/03/2020,437
Yau Tsim Mong,6 Knutsford Terrace (non-residential),20/03/2020,466
Yau Tsim Mong,10 Knutsford Terrace (non-residential),20/03/2020,466
Yau Tsim Mong,10-11 Knustsford Terrace (non-residential),20/03/2020,483
Yau Tsim Mong,39 Hankow Road (non-residential),20/03/2020,514
Yau Tsim Mong,iSQUARE (non-residential),20/03/2020,514
Eastern,18 Java Road (non-residential),20/03/2020,534
Wong Tai Sin,Kai Tak Garden Shopping Arcade (non-residential),21/03/2020,275
Southern,Le Meridien Cyberport (non-residential),21/03/2020,316
Sha Tin,16 Science Park Avenue (non-residential),21/03/2020,333
Yau Tsim Mong,Elements (non-residential),21/03/2020,346
Tai Po,Uptown Plaza (non-residential),21/03/2020,377
Wan Chai,Hysan Place (non-residential),21/03/2020,402
Eastern,"Hei Tsui House, Wan Tsui Estate (non-residential)",21/03/2020,412
Yau Tsim Mong,Philip House (non-residential),21/03/2020,415
Yau Tsim Mong,Olympian City 2 (non-residential),21/03/2020,428
Kwai Tsing,"Block 3, Golden Dragon Industrial Centre (non-residential)",21/03/2020,442
Yau Tsim Mong,314 Sai Yeung Choi Street North (non-residential),21/03/2020,450
Yau Tsim Mong,Tai Kok Tsui Municipal (non-residential),21/03/2020,450
Yau Tsim Mong,Elements (non-residential),21/03/2020,464
Central & Western,Central Buildling (non-residential),21/03/2020,465
Central & Western,Coda Plaza (non-residential),21/03/2020,476
Central & Western,Ho Lee Commercial Building (non-residential),22/03/2020,"182, 227, 276, 343, 360, 362, 367, 384, 386, 387, 389, 394, 411, 422, 432, 440, 442, 453, 497, 511, 513"
Kowloon City ,2B Hung Fook Street (non-residential),22/03/2020,385
Tuen Mun,Mai Kei Building (non-residential),22/03/2020,411
Sham Shui Po,69 - 119 Broadway Street (non-residential),22/03/2020,414
Yau Tsim Mong,Empire Centre (non-residential),22/03/2020,415
Central & Western,Central Building (non-residential),22/03/2020,420
Eastern,Chai Wan Municipal Services Building (non-residential),22/03/2020,422
Wan Chai,354 Hennessy Road (non-residential),22/03/2020,423
Wan Chai,Dragon Rise Building (non-residential),22/03/2020,423
Tsuen Wan,Citywalk Phase 1 (non-residential),22/03/2020,428
Eastern,Hing Wah Plaza (non-residential),22/03/2020,442
Wan Chai,88 Gloucester Road (non-residential),22/03/2020,524
Central & Western,33 Des Voeux Road Central (non-residential),23/03/2020,402
Sham Shui Po,Lai Wan Market (non-residential),23/03/2020,414
Yau Tsim Mong,Best Western Plus Hotel Kowloon (non-residential),23/03/2020,415
Central & Western,Wing On House (non-residential),23/03/2020,422
Eastern,Wai Fong Court (non-residential),23/03/2020,422
Yau Tsim Mong,Hollywood Plaza (non-residential),23/03/2020,428
Yau Tsim Mong,King Wah Centre (non-residential),23/03/2020,428
Yau Tsim Mong,498-500 Nathan Road (non-residential),23/03/2020,437
Wan Chai,Hang Lung Centre (non-residential),23/03/2020,465
Central & Western,Henley Building (non-residential),23/03/2020,466
Wan Chai,Hysan Place (non-residential),23/03/2020,466
Wan Chai,The Park Lane (non-residential),23/03/2020,466
Shatin,Sha Tin Government Offices (non-residential),23/03/2020,514
Wan Chai,76-84 Jaffe Road (non-residential),24/03/2020,"276, 343, 362, 367, 386, 387, 389, 413, 434, 440, 499, 501, 509, 513, 519, 524"
Central & Western,Wah Po Building (non-residential),24/03/2020,319
Yau Tsim Mong,9 Knutsford Terrace (non-residential),24/03/2020,"387, 389, 411, 428, 440, 447, 450, 458, 466,  483, 484, 498, 510, 511, 513, 514, 517, 526"
Yau Tsim Mong,Silvercord (non-residential),24/03/2020,388
Sham Shui Po,Lander Hotel Prince Edward (non-residential),24/03/2020,388
Yau Tsim Mong,Mary Building (non-residential),24/03/2020,388
Kwun Tong,Sceneway Plaza (non-residential),24/03/2020,412
Yuen Long,Ping Yan Shopping Centre (non-residential),24/03/2020,413
Central & Western,China Insurance Group Building (non-residential),24/03/2020,415
Sham Shui Po,Sham Shui Po Police Station (non-residential),24/03/2020,428
Kwai Tsing,Metroplaza (non-residential),24/03/2020,442
Wong Tai Sin,Yin Hing Building (non-residential),24/03/2020,450
Sha Tin,Hyatt Regency Hong Kong (non-residential),24/03/2020,458
Yau Tsim Mong,Eu Yan Sang Tower (non-residential),24/03/2020,465
Central & Western,"ICBC Tower, Garden Road (non-residential)",24/03/2020,467
Sha Tin,Hilton Plaza (non-residential),24/03/2020,483
Yuen Long,Yoho Mall II (non-residential),25/03/2020,413
Yau Tsim Mong,Pionner Centre (non-residential),25/03/2020,415
Central & Western,Entertainment Building (non-residential),25/03/2020,452
Southern,Abba Shopping Mall (non-residential),25/03/2020,463
Tuen Mun,Yan Oi General Out-Patient Clinic (non-residential),25/03/2020,466
Southern,T.W.G.HS. Jockey Club Rehabilitation Complex (non-residential),25/03/2020,512
Yau Tsim Mong,St. Teresa's Hospital (non-residential),25/03/2020,514
Yuen Long,Fu Hing Building (non-residential),26/03/2020,466
Yuen Long,Yoho Mall I (non-residential),26/03/2020,466
Shatin,New Town Plaza (non-residential),26/03/2020,495
Wan Chai,82 Jaffe Road (non-residential),27/03/2020,"276, 343, 362, 367, 386, 387, 389, 413, 432, 433, 434, 440, 481, 501, 513, 531"
Tsuen Wan,Hong Kong Adventist Hospital - Tsuen Wan (non-residential),27/03/2020,511
