As of date,As of time,Countries/areas,Cumulative number of confirmed cases,Number of newly confirmed cases reported in the past 14 days,Cumulative number of deaths among confirmed cases,Remark
11/04/2020,10:00,Estonia,1207,669,24,
11/04/2020,10:00,Eswatini,12,6,0,
11/04/2020,10:00,Ethiopia,56,44,2,
11/04/2020,10:00,Falkland Islands (Malvinas),5,5,0,
11/04/2020,10:00,Faroe Islands,184,44,0,
11/04/2020,10:00,Fiji,15,10,0,
11/04/2020,10:00,Finland,2605,1647,42,
11/04/2020,10:00,France,90676,57712,13197,
11/04/2020,10:00,French Guiana,83,55,0,
11/04/2020,10:00,French Polynesia,51,21,0,
11/04/2020,10:00,Gabon,44,38,1,
11/04/2020,10:00,Gambia,4,2,1,
11/04/2020,10:00,Georgia,230,149,3,
11/04/2020,10:00,Germany,113525,71237,2373,
11/04/2020,10:00,Ghana,313,181,6,
11/04/2020,10:00,Gibraltar,113,78,1,
11/04/2020,10:00,Greece,1955,1063,86,
11/04/2020,10:00,Greenland,11,5,0,
11/04/2020,10:00,Grenada,12,5,0,
11/04/2020,10:00,Guadeloupe,141,65,8,
11/04/2020,10:00,Guam,128,83,4,
11/04/2020,10:00,Guatemala,95,71,3,
11/04/2020,10:00,Guernsey,181,147,5,
11/04/2020,10:00,Guinea,194,189,0,
11/04/2020,10:00,Guinea-Bissau,35,33,0,
11/04/2020,10:00,Guyana,37,32,6,
11/04/2020,10:00,Haiti,30,22,2,
11/04/2020,10:00,Holy See,8,4,0,
11/04/2020,10:00,Honduras,343,291,23,
11/04/2020,10:00,Hong Kong Special Administrative Region,990,471,4,Including 1 probable case
11/04/2020,10:00,Hungary,1190,890,77,
11/04/2020,10:00,Iceland,1648,846,6,
11/04/2020,10:00,India,6412,5688,199,
11/04/2020,10:00,Indonesia,3512,2619,306,
11/04/2020,10:00,Iran,68192,35860,4232,
11/04/2020,10:00,Iraq,1232,850,69,
11/04/2020,10:00,Ireland,7393,5574,263,
11/04/2020,10:00,Isle of Man,165,139,1,
11/04/2020,10:00,Israel,9755,6720,79,
11/04/2020,10:00,Italy,147577,61079,18849,
11/04/2020,10:00,Jamaica,63,37,4,
11/04/2020,10:00,Japan,5347,3848,88,Excluding 712 cases were confirmed among passengers/crews in a cruise ship (including 11 fatal cases)
11/04/2020,10:00,Jersey,170,138,3,
11/04/2020,10:00,Jordan,372,160,7,
11/04/2020,10:00,Kazakhstan,802,677,9,
11/04/2020,10:00,Kenya,184,159,7,
11/04/2020,10:00,Korea,10480,1002,211,
11/04/2020,10:00,Kosovo,227,148,7,
11/04/2020,10:00,Kuwait,910,702,1,
11/04/2020,10:00,Kyrgyzstan,298,240,5,
11/04/2020,10:00,Lao People's Democratic Republic,15,9,0,
11/04/2020,10:00,Latvia,589,345,2,
11/04/2020,10:00,Lebanon,582,214,19,
11/04/2020,10:00,Liberia,31,28,4,
11/04/2020,10:00,Libya,24,23,1,
11/04/2020,10:00,Liechtenstein,79,23,1,
11/04/2020,10:00,Lithuania,955,656,15,
11/04/2020,10:00,Luxembourg,3115,1662,52,
11/04/2020,10:00,Macao Special Administrative Region,45,10,0,
11/04/2020,10:00,Madagascar,95,71,0,
11/04/2020,10:00,Mainland China,81953,559,3339,
11/04/2020,10:00,Malawi,8,8,1,
11/04/2020,10:00,Malaysia,4228,2197,67,
11/04/2020,10:00,Maldives,19,6,0,
11/04/2020,10:00,Mali,59,57,7,
11/04/2020,10:00,Malta,337,203,2,
11/04/2020,10:00,Martinique,154,88,6,
11/04/2020,10:00,Mauritania,6,3,1,
11/04/2020,10:00,Mauritius,314,233,7,
11/04/2020,10:00,Mayotte,191,141,2,
11/04/2020,10:00,Mexico,3181,2703,174,
11/04/2020,10:00,Monaco,54,35,0,
11/04/2020,10:00,Mongolia,16,5,0,
11/04/2020,10:00,Montenegro,252,185,2,
11/04/2020,10:00,Montserrat,8,6,0,
11/04/2020,10:00,Morocco,1377,1102,97,
11/04/2020,10:00,Mozambique,17,12,0,
11/04/2020,10:00,Myanmar,27,22,3,
11/04/2020,10:00,Namibia,16,8,0,
11/04/2020,10:00,Nepal,9,6,0,
11/04/2020,10:00,Netherlands,21762,14331,2396,
11/04/2020,10:00,New Caledonia,18,4,0,
11/04/2020,10:00,New Zealand,1015,677,1,
11/04/2020,10:00,Nicaragua,6,4,1,
11/04/2020,10:00,Niger,410,400,11,
11/04/2020,10:00,Nigeria,288,223,7,
11/04/2020,10:00,North Macedonia,663,462,30,
11/04/2020,10:00,Northern Mariana Islands,11,11,2,
11/04/2020,10:00,Norway,6160,3004,88,
11/04/2020,10:00,Oman,484,375,3,
11/04/2020,10:00,Pakistan,4601,3544,66,
11/04/2020,10:00,Palestine,266,182,1,
11/04/2020,10:00,Panama,2528,1970,63,
11/04/2020,10:00,Papua New Guinea,2,1,0,
11/04/2020,10:00,Paraguay,124,83,5,
11/04/2020,10:00,Peru,4342,3762,121,
11/04/2020,10:00,Philippines,4076,3369,203,
11/04/2020,10:00,Poland,5575,4354,174,
11/04/2020,10:00,Portugal,13956,10412,409,
11/04/2020,10:00,Puerto Rico,683,619,33,
11/04/2020,10:00,Qatar,2376,1827,6,
11/04/2020,10:00,Republic of Moldova,1289,1112,29,
11/04/2020,10:00,Réunion,376,241,0,
11/04/2020,10:00,Romania,5202,4173,229,
11/04/2020,10:00,Russia,11917,10881,94,
11/04/2020,10:00,Rwanda,113,63,0,
11/04/2020,10:00,Saint Barthélemy,6,3,0,
11/04/2020,10:00,Saint Kitts and Nevis,11,9,0,
11/04/2020,10:00,Saint Lucia,14,11,0,
11/04/2020,10:00,Saint Martin,32,21,2,
11/04/2020,10:00,Saint Pierre and Miquelon,1,1,0,
11/04/2020,10:00,Saint Vincent and the Grenadines,8,7,0,
11/04/2020,10:00,San Marino,344,126,34,
11/04/2020,10:00,São Tomé and Príncipe,4,4,0,
11/04/2020,10:00,Saudi Arabia,3287,2275,44,
11/04/2020,10:00,Senegal,250,145,2,
11/04/2020,10:00,Serbia,2867,2410,65,
11/04/2020,10:00,Seychelles,11,4,0,
11/04/2020,10:00,Sierra Leone,7,7,0,
11/04/2020,10:00,Singapore,2109,1377,7,
11/04/2020,10:00,Sint Maarten,43,41,8,
11/04/2020,10:00,Slovakia,701,475,2,
11/04/2020,10:00,Slovenia,1124,547,43,
11/04/2020,10:00,Somalia,12,9,1,
11/04/2020,10:00,South Africa,1934,1007,18,
11/04/2020,10:00,South Sudan,3,3,0,
11/04/2020,10:00,Spain,157022,92963,15843,
11/04/2020,10:00,Sri Lanka,190,84,7,
11/04/2020,10:00,Sudan,15,12,2,
11/04/2020,10:00,Suriname,10,3,1,
11/04/2020,10:00,Sweden,9141,6335,793,
11/04/2020,10:00,Switzerland,23495,12781,756,
11/04/2020,10:00,Syrian Arab Republic,19,14,2,
11/04/2020,10:00,Taiwan,382,115,6,
11/04/2020,10:00,Thailand,2473,1337,33,
11/04/2020,10:00,Timor-Leste,1,0,0,
11/04/2020,10:00,Togo,73,49,3,
11/04/2020,10:00,Trinidad and Tobago,109,48,8,
11/04/2020,10:00,Tunisia,643,446,25,
11/04/2020,10:00,Turkey,42282,38653,908,
11/04/2020,10:00,Turks and Caicos Islands,8,6,1,
11/04/2020,10:00,Uganda,53,39,0,
11/04/2020,10:00,Ukraine,2203,1985,69,
11/04/2020,10:00,United Arab Emirates,2990,2657,14,
11/04/2020,10:00,United Kingdom,73758,59215,8958,
11/04/2020,10:00,United Republic of Tanzania,25,12,1,
11/04/2020,10:00,United States of America,459165,373509,16570,
11/04/2020,10:00,United States Virgin Islands,46,29,1,
11/04/2020,10:00,Uruguay,456,239,7,
11/04/2020,10:00,Uzbekistan,624,541,3,
11/04/2020,10:00,Venezuela (Bolivarian Republic of),166,75,7,
11/04/2020,10:00,Viet Nam,255,102,0,
11/04/2020,10:00,Zambia,39,36,1,
11/04/2020,10:00,Zimbabwe,11,8,3,
12/04/2020,10:00,Afghanistan,521,415,15,
12/04/2020,10:00,Albania,416,219,23,
12/04/2020,10:00,Algeria,1761,1394,256,
12/04/2020,10:00,Andorra,602,313,26,
12/04/2020,10:00,Angola,19,17,2,
12/04/2020,10:00,Anguilla,3,1,0,
12/04/2020,10:00,Antigua and Barbuda,19,12,2,
12/04/2020,10:00,Argentina,1929,1340,79,
12/04/2020,10:00,Armenia,937,565,11,
12/04/2020,10:00,Aruba,86,58,0,
12/04/2020,10:00,Australia,6238,2603,54,
12/04/2020,10:00,Austria,13560,5863,319,
12/04/2020,10:00,Azerbaijan,991,844,10,
12/04/2020,10:00,Bahamas,41,32,8,
12/04/2020,10:00,Bahrain,998,525,6,
12/04/2020,10:00,Bangladesh,424,376,27,
12/04/2020,10:00,Barbados,66,42,4,
12/04/2020,10:00,Belarus,1981,1887,19,
12/04/2020,10:00,Belgium,26667,19383,3019,
12/04/2020,10:00,Belize,10,8,1,
12/04/2020,10:00,Benin,30,24,1,
12/04/2020,10:00,Bermuda,48,33,4,
12/04/2020,10:00,Bhutan,5,2,0,
12/04/2020,10:00,Bolivia,268,207,19,
12/04/2020,10:00,"Bonaire, Sint Eustatius and Saba",2,2,0,
12/04/2020,10:00,Bosnia and Herzegovina,901,668,37,
12/04/2020,10:00,Botswana,13,13,1,
12/04/2020,10:00,Brazil,17857,14942,941,
12/04/2020,10:00,British Virgin Islands,3,1,0,
12/04/2020,10:00,Brunei Darussalam,136,21,1,
12/04/2020,10:00,Bulgaria,635,342,25,
12/04/2020,10:00,Burkina Faso,443,297,19,
12/04/2020,10:00,Burundi,3,3,0,
12/04/2020,10:00,Cabo Verde,7,2,1,
12/04/2020,10:00,Cambodia,120,16,0,
12/04/2020,10:00,Cameroon,803,728,10,
12/04/2020,10:00,Canada,21226,17208,531,
12/04/2020,10:00,Cayman Islands,45,37,1,
12/04/2020,10:00,Central African Republic,11,5,0,
12/04/2020,10:00,Chad,11,6,0,
12/04/2020,10:00,Chile,6501,4891,65,
12/04/2020,10:00,Colombia,2223,1732,69,
12/04/2020,10:00,Congo,60,41,5,
12/04/2020,10:00,Costa Rica,539,308,3,
12/04/2020,10:00,Côte d’Ivoire,480,388,3,
12/04/2020,10:00,Croatia,1495,909,21,
12/04/2020,10:00,Cuba,564,484,15,
12/04/2020,10:00,Curaçao,14,7,1,
12/04/2020,10:00,Cyprus,595,433,15,
12/04/2020,10:00,Czech Republic,5732,3453,119,
12/04/2020,10:00,Democratic Republic of the Congo,215,157,20,
12/04/2020,10:00,Denmark,5819,3773,247,
12/04/2020,10:00,Djibouti,150,137,1,
12/04/2020,10:00,Dominica,16,5,0,
12/04/2020,10:00,Dominican Republic,2349,1768,118,
12/04/2020,10:00,Ecuador,7161,5566,297,
12/04/2020,10:00,Egypt,1794,1258,135,
12/04/2020,10:00,El Salvador,117,104,6,
12/04/2020,10:00,Equatorial Guinea,18,12,0,
12/04/2020,10:00,Eritrea,33,27,0,
12/04/2020,10:00,Estonia,1258,683,24,
12/04/2020,10:00,Eswatini,12,3,0,
12/04/2020,10:00,Ethiopia,65,49,2,
12/04/2020,10:00,Falkland Islands (Malvinas),5,5,0,
12/04/2020,10:00,Faroe Islands,184,40,0,
12/04/2020,10:00,Fiji,16,11,0,
12/04/2020,10:00,Finland,2769,1744,48,
12/04/2020,10:00,France,93790,56215,13832,
12/04/2020,10:00,French Guiana,84,53,0,
12/04/2020,10:00,French Polynesia,51,21,0,
12/04/2020,10:00,Gabon,44,37,1,
12/04/2020,10:00,Gambia,4,2,1,
12/04/2020,10:00,Georgia,233,148,3,
12/04/2020,10:00,Germany,117658,69076,2544,
12/04/2020,10:00,Ghana,378,241,6,
12/04/2020,10:00,Gibraltar,113,58,1,
12/04/2020,10:00,Greece,2011,1045,90,
12/04/2020,10:00,Greenland,11,2,0,
12/04/2020,10:00,Grenada,12,5,0,
12/04/2020,10:00,Guadeloupe,143,47,8,
12/04/2020,10:00,Guam,130,79,4,
12/04/2020,10:00,Guatemala,126,101,3,
12/04/2020,10:00,Guernsey,191,155,5,
12/04/2020,10:00,Guinea,194,186,0,
12/04/2020,10:00,Guinea-Bissau,35,33,0,
12/04/2020,10:00,Guyana,37,32,6,
12/04/2020,10:00,Haiti,30,22,2,
12/04/2020,10:00,Holy See,8,4,0,
12/04/2020,10:00,Honduras,382,315,23,
12/04/2020,10:00,Hong Kong Special Administrative Region,1001,418,4,Including 1 probable case
12/04/2020,10:00,Hungary,1310,967,85,
12/04/2020,10:00,Iceland,1675,785,7,
12/04/2020,10:00,India,7447,6723,239,
12/04/2020,10:00,Indonesia,3512,2466,306,
12/04/2020,10:00,Iran,70029,34621,4357,
12/04/2020,10:00,Iraq,1280,822,71,
12/04/2020,10:00,Ireland,8089,5968,287,
12/04/2020,10:00,Isle of Man,190,161,1,
12/04/2020,10:00,Israel,10095,6635,92,
12/04/2020,10:00,Italy,152271,59799,19468,
12/04/2020,10:00,Jamaica,63,37,4,
12/04/2020,10:00,Japan,6005,4312,94,Excluding 712 cases were confirmed among passengers/crews in a cruise ship (including 11 fatal cases)
12/04/2020,10:00,Jersey,183,131,4,
12/04/2020,10:00,Jordan,372,137,7,
12/04/2020,10:00,Kazakhstan,859,655,10,
12/04/2020,10:00,Kenya,189,164,7,
12/04/2020,10:00,Korea,10512,929,214,
12/04/2020,10:00,Kosovo,250,162,7,
12/04/2020,10:00,Kuwait,993,758,1,
12/04/2020,10:00,Kyrgyzstan,339,281,5,
12/04/2020,10:00,Lao People's Democratic Republic,16,10,0,
12/04/2020,10:00,Latvia,612,332,2,
12/04/2020,10:00,Lebanon,609,218,20,
12/04/2020,10:00,Liberia,37,34,5,
12/04/2020,10:00,Libya,24,23,1,
12/04/2020,10:00,Liechtenstein,80,20,1,
12/04/2020,10:00,Lithuania,999,641,17,
12/04/2020,10:00,Luxembourg,3223,1618,54,
12/04/2020,10:00,Macao Special Administrative Region,45,8,0,
12/04/2020,10:00,Madagascar,95,69,0,
12/04/2020,10:00,Mainland China,82052,613,3339,
12/04/2020,10:00,Malawi,9,9,1,
12/04/2020,10:00,Malaysia,4346,2185,70,
12/04/2020,10:00,Maldives,19,6,0,
12/04/2020,10:00,Mali,74,65,7,
12/04/2020,10:00,Malta,350,211,2,
12/04/2020,10:00,Martinique,154,61,6,
12/04/2020,10:00,Mauritania,7,4,1,
12/04/2020,10:00,Mauritius,318,222,9,
12/04/2020,10:00,Mayotte,191,141,2,
12/04/2020,10:00,Mexico,3441,2852,194,
12/04/2020,10:00,Monaco,54,35,0,
12/04/2020,10:00,Mongolia,16,4,0,
12/04/2020,10:00,Montenegro,255,185,2,
12/04/2020,10:00,Montserrat,9,4,0,
12/04/2020,10:00,Morocco,1448,1090,107,
12/04/2020,10:00,Mozambique,20,13,0,
12/04/2020,10:00,Myanmar,28,23,3,
12/04/2020,10:00,Namibia,16,8,0,
12/04/2020,10:00,Nepal,9,6,0,
12/04/2020,10:00,Netherlands,23097,14494,2511,
12/04/2020,10:00,New Caledonia,18,3,0,
12/04/2020,10:00,New Zealand,1035,619,4,
12/04/2020,10:00,Nicaragua,7,5,1,
12/04/2020,10:00,Niger,438,428,11,
12/04/2020,10:00,Nigeria,305,240,7,
12/04/2020,10:00,North Macedonia,711,492,32,
12/04/2020,10:00,Northern Mariana Islands,11,11,2,
12/04/2020,10:00,Norway,6244,2663,92,
12/04/2020,10:00,Oman,546,394,3,
12/04/2020,10:00,Pakistan,4788,3553,71,
12/04/2020,10:00,Palestine,268,171,2,
12/04/2020,10:00,Panama,2752,2078,66,
12/04/2020,10:00,Papua New Guinea,2,1,0,
12/04/2020,10:00,Paraguay,129,77,6,
12/04/2020,10:00,Peru,5256,4676,138,
12/04/2020,10:00,Philippines,4195,3392,221,
12/04/2020,10:00,Poland,5955,4566,181,
12/04/2020,10:00,Portugal,15472,11204,435,
12/04/2020,10:00,Puerto Rico,725,661,39,
12/04/2020,10:00,Qatar,2512,1950,6,
12/04/2020,10:00,Republic of Moldova,1438,1239,29,
12/04/2020,10:00,Réunion,382,247,0,
12/04/2020,10:00,Romania,5467,4175,257,
12/04/2020,10:00,Russia,13584,12320,106,
12/04/2020,10:00,Rwanda,118,64,0,
12/04/2020,10:00,Saint Barthélemy,6,1,0,
12/04/2020,10:00,Saint Kitts and Nevis,11,9,0,
12/04/2020,10:00,Saint Lucia,14,11,0,
12/04/2020,10:00,Saint Martin,32,20,2,
12/04/2020,10:00,Saint Pierre and Miquelon,1,1,0,
12/04/2020,10:00,Saint Vincent and the Grenadines,12,11,0,
12/04/2020,10:00,San Marino,344,116,34,
12/04/2020,10:00,São Tomé and Príncipe,4,4,0,
12/04/2020,10:00,Saudi Arabia,3651,2547,47,
12/04/2020,10:00,Senegal,265,146,2,
12/04/2020,10:00,Serbia,3105,2577,71,
12/04/2020,10:00,Seychelles,11,4,0,
12/04/2020,10:00,Sierra Leone,7,7,0,
12/04/2020,10:00,Singapore,2300,1568,8,
12/04/2020,10:00,Sint Maarten,50,47,9,
12/04/2020,10:00,Slovakia,715,420,2,
12/04/2020,10:00,Slovenia,1160,528,45,
12/04/2020,10:00,Somalia,12,9,1,
12/04/2020,10:00,South Africa,2003,833,24,
12/04/2020,10:00,South Sudan,3,3,0,
12/04/2020,10:00,Spain,161852,89604,16353,
12/04/2020,10:00,Sri Lanka,197,91,7,
12/04/2020,10:00,Sudan,17,14,2,
12/04/2020,10:00,Suriname,10,2,1,
12/04/2020,10:00,Sweden,9685,6639,870,
12/04/2020,10:00,Switzerland,24228,12124,805,
12/04/2020,10:00,Syrian Arab Republic,19,14,2,
12/04/2020,10:00,Taiwan,385,102,6,
12/04/2020,10:00,Thailand,2518,1382,35,
12/04/2020,10:00,Timor-Leste,2,1,0,
12/04/2020,10:00,Togo,73,48,3,
12/04/2020,10:00,Trinidad and Tobago,109,43,8,
12/04/2020,10:00,Tunisia,671,444,25,
12/04/2020,10:00,Turkey,47029,41331,1006,
12/04/2020,10:00,Turks and Caicos Islands,8,6,1,
12/04/2020,10:00,Uganda,53,39,0,
12/04/2020,10:00,Ukraine,2511,2200,73,
12/04/2020,10:00,United Arab Emirates,3360,2955,16,
12/04/2020,10:00,United Kingdom,78991,61902,9875,
12/04/2020,10:00,United Republic of Tanzania,32,19,3,
12/04/2020,10:00,United States of America,492416,389095,18559,
12/04/2020,10:00,United States Virgin Islands,50,33,1,
12/04/2020,10:00,Uruguay,473,235,7,
12/04/2020,10:00,Uzbekistan,624,520,3,
12/04/2020,10:00,Venezuela (Bolivarian Republic of),171,65,9,
12/04/2020,10:00,Viet Nam,257,88,0,
12/04/2020,10:00,Yemen,1,1,0,
12/04/2020,10:00,Zambia,40,27,2,
12/04/2020,10:00,Zimbabwe,11,6,3,
13/04/2020,10:00,Afghanistan,555,441,18,
13/04/2020,10:00,Albania,446,234,23,
13/04/2020,10:00,Algeria,1825,1416,275,
13/04/2020,10:00,Andorra,622,301,28,
13/04/2020,10:00,Angola,19,17,2,
13/04/2020,10:00,Anguilla,3,1,0,
13/04/2020,10:00,Antigua and Barbuda,21,14,2,
13/04/2020,10:00,Argentina,1975,1285,82,
13/04/2020,10:00,Armenia,1013,589,13,
13/04/2020,10:00,Aruba,92,46,0,
13/04/2020,10:00,Australia,6289,2323,57,
13/04/2020,10:00,Austria,13807,5516,337,
13/04/2020,10:00,Azerbaijan,1058,894,11,
13/04/2020,10:00,Bahamas,42,32,8,
13/04/2020,10:00,Bahrain,1040,564,6,
13/04/2020,10:00,Bangladesh,621,573,34,
13/04/2020,10:00,Barbados,67,43,4,
13/04/2020,10:00,Belarus,2226,2132,23,
13/04/2020,10:00,Belgium,28018,18884,3346,
13/04/2020,10:00,Belize,10,8,2,
13/04/2020,10:00,Benin,35,29,2,
13/04/2020,10:00,Bermuda,48,31,4,
13/04/2020,10:00,Bhutan,5,2,0,
13/04/2020,10:00,Bolivia,275,201,20,
13/04/2020,10:00,"Bonaire, Sint Eustatius and Saba",2,2,0,
13/04/2020,10:00,Bosnia and Herzegovina,901,632,37,
13/04/2020,10:00,Botswana,13,13,1,
13/04/2020,10:00,Brazil,19638,16221,1056,
13/04/2020,10:00,British Virgin Islands,3,1,0,
13/04/2020,10:00,Brunei Darussalam,136,16,1,
13/04/2020,10:00,Bulgaria,661,330,28,
13/04/2020,10:00,Burkina Faso,443,297,19,
13/04/2020,10:00,Burundi,3,3,0,
13/04/2020,10:00,Cabo Verde,7,2,1,
13/04/2020,10:00,Cambodia,122,20,0,
13/04/2020,10:00,Cameroon,803,712,10,
13/04/2020,10:00,Canada,22544,17787,600,
13/04/2020,10:00,Cayman Islands,45,37,1,
13/04/2020,10:00,Central African Republic,11,5,0,
13/04/2020,10:00,Chad,11,6,0,
13/04/2020,10:00,Chile,6927,5018,73,
13/04/2020,10:00,Colombia,2473,1934,80,
13/04/2020,10:00,Congo,60,41,5,
13/04/2020,10:00,Costa Rica,558,295,3,
13/04/2020,10:00,Côte d’Ivoire,533,393,4,
13/04/2020,10:00,Croatia,1534,877,21,
13/04/2020,10:00,Cuba,620,501,16,
13/04/2020,10:00,Curaçao,14,7,1,
13/04/2020,10:00,Cyprus,616,437,15,
13/04/2020,10:00,Czech Republic,5902,3239,129,
13/04/2020,10:00,Democratic Republic of the Congo,223,155,20,
13/04/2020,10:00,Denmark,5996,3795,260,
13/04/2020,10:00,Djibouti,187,172,2,
13/04/2020,10:00,Dominica,16,5,0,
13/04/2020,10:00,Dominican Republic,2620,2039,126,
13/04/2020,10:00,Ecuador,7257,5434,315,
13/04/2020,10:00,Egypt,1939,1363,146,
13/04/2020,10:00,El Salvador,118,99,6,
13/04/2020,10:00,Equatorial Guinea,18,12,0,
13/04/2020,10:00,Eritrea,33,27,0,
13/04/2020,10:00,Estonia,1304,664,24,
13/04/2020,10:00,Eswatini,12,3,0,
13/04/2020,10:00,Ethiopia,69,53,3,
13/04/2020,10:00,Falkland Islands (Malvinas),5,5,0,
13/04/2020,10:00,Faroe Islands,184,29,0,
13/04/2020,10:00,Fiji,16,11,0,
13/04/2020,10:00,Finland,2905,1687,49,
13/04/2020,10:00,France,95403,55229,14393,
13/04/2020,10:00,French Guiana,86,55,0,
13/04/2020,10:00,French Polynesia,51,17,0,
13/04/2020,10:00,Gabon,49,42,1,
13/04/2020,10:00,Gambia,9,6,1,
13/04/2020,10:00,Georgia,252,162,3,
13/04/2020,10:00,Germany,120479,67932,2673,
13/04/2020,10:00,Ghana,408,271,8,
13/04/2020,10:00,Gibraltar,113,57,1,
13/04/2020,10:00,Greece,2081,1020,93,
13/04/2020,10:00,Greenland,11,1,0,
13/04/2020,10:00,Grenada,14,7,0,
13/04/2020,10:00,Guadeloupe,143,47,8,
13/04/2020,10:00,Guam,133,77,5,
13/04/2020,10:00,Guatemala,137,105,3,
13/04/2020,10:00,Guernsey,200,161,6,
13/04/2020,10:00,Guinea,250,242,0,
13/04/2020,10:00,Guinea-Bissau,38,36,0,
13/04/2020,10:00,Guyana,37,32,6,
13/04/2020,10:00,Haiti,31,23,2,
13/04/2020,10:00,Holy See,8,4,0,
13/04/2020,10:00,Honduras,392,325,24,
13/04/2020,10:00,Hong Kong Special Administrative Region,1005,363,4,Including 1 probable case
13/04/2020,10:00,Hungary,1410,1002,99,
13/04/2020,10:00,Iceland,1689,726,8,
13/04/2020,10:00,India,8356,7377,273,
13/04/2020,10:00,Indonesia,4241,3086,373,
13/04/2020,10:00,Iran,71686,33377,4474,
13/04/2020,10:00,Iraq,1318,812,72,
13/04/2020,10:00,Ireland,8928,6513,320,
13/04/2020,10:00,Isle of Man,204,172,1,
13/04/2020,10:00,Israel,10525,6660,96,
13/04/2020,10:00,Italy,156363,58674,19899,
13/04/2020,10:00,Jamaica,65,35,4,
13/04/2020,10:00,Japan,6748,4882,98,Excluding 712 cases were confirmed among passengers/crews in a cruise ship (including 11 fatal cases)
13/04/2020,10:00,Jersey,198,137,4,
13/04/2020,10:00,Jordan,381,135,7,
13/04/2020,10:00,Kazakhstan,897,632,10,
13/04/2020,10:00,Kenya,191,166,7,
13/04/2020,10:00,Korea,10537,876,217,
13/04/2020,10:00,Kosovo,283,192,7,
13/04/2020,10:00,Kuwait,1154,919,1,
13/04/2020,10:00,Kyrgyzstan,377,293,5,
13/04/2020,10:00,Lao People's Democratic Republic,16,10,0,
13/04/2020,10:00,Latvia,630,325,3,
13/04/2020,10:00,Lebanon,619,207,20,
13/04/2020,10:00,Liberia,48,45,5,
13/04/2020,10:00,Libya,25,22,1,
13/04/2020,10:00,Liechtenstein,80,19,1,
13/04/2020,10:00,Lithuania,1053,659,23,
13/04/2020,10:00,Luxembourg,3270,1439,62,
13/04/2020,10:00,Macao Special Administrative Region,45,7,0,
13/04/2020,10:00,Madagascar,104,78,0,
13/04/2020,10:00,Mainland China,82160,690,3341,
13/04/2020,10:00,Malawi,12,12,2,
13/04/2020,10:00,Malaysia,4530,2210,73,
13/04/2020,10:00,Maldives,19,3,0,
13/04/2020,10:00,Mali,87,69,7,
13/04/2020,10:00,Malta,370,231,3,
13/04/2020,10:00,Martinique,155,62,6,
13/04/2020,10:00,Mauritania,7,2,1,
13/04/2020,10:00,Mauritius,319,217,9,
13/04/2020,10:00,Mayotte,191,141,2,
13/04/2020,10:00,Mexico,3844,3127,233,
13/04/2020,10:00,Monaco,54,35,0,
13/04/2020,10:00,Mongolia,16,4,0,
13/04/2020,10:00,Montenegro,262,180,2,
13/04/2020,10:00,Montserrat,9,4,0,
13/04/2020,10:00,Morocco,1545,1108,111,
13/04/2020,10:00,Mozambique,20,12,0,
13/04/2020,10:00,Myanmar,38,30,3,
13/04/2020,10:00,Namibia,16,8,0,
13/04/2020,10:00,Nepal,9,4,0,
13/04/2020,10:00,Netherlands,24413,14651,2643,
13/04/2020,10:00,New Caledonia,18,3,0,
13/04/2020,10:00,New Zealand,1049,573,4,
13/04/2020,10:00,Nicaragua,7,3,1,
13/04/2020,10:00,Niger,491,481,11,
13/04/2020,10:00,Nigeria,318,253,10,
13/04/2020,10:00,North Macedonia,828,587,34,
13/04/2020,10:00,Northern Mariana Islands,11,9,2,
13/04/2020,10:00,Norway,6320,2475,98,
13/04/2020,10:00,Oman,599,432,3,
13/04/2020,10:00,Pakistan,5038,3512,86,
13/04/2020,10:00,Palestine,268,164,2,
13/04/2020,10:00,Panama,2974,2188,74,
13/04/2020,10:00,Papua New Guinea,2,1,0,
13/04/2020,10:00,Paraguay,133,77,6,
13/04/2020,10:00,Peru,5897,5262,169,
13/04/2020,10:00,Philippines,4428,3353,247,
13/04/2020,10:00,Poland,6356,4718,208,
13/04/2020,10:00,Portugal,15987,10817,470,
13/04/2020,10:00,Puerto Rico,788,724,42,
13/04/2020,10:00,Qatar,2728,2138,6,
13/04/2020,10:00,Republic of Moldova,1560,1329,30,
13/04/2020,10:00,Réunion,388,245,0,
13/04/2020,10:00,Romania,5990,4538,282,
13/04/2020,10:00,Russia,15770,14236,130,
13/04/2020,10:00,Rwanda,120,60,0,
13/04/2020,10:00,Saint Barthélemy,6,1,0,
13/04/2020,10:00,Saint Kitts and Nevis,12,10,0,
13/04/2020,10:00,Saint Lucia,15,12,0,
13/04/2020,10:00,Saint Martin,33,21,2,
13/04/2020,10:00,Saint Pierre and Miquelon,1,1,0,
13/04/2020,10:00,Saint Vincent and the Grenadines,12,11,0,
13/04/2020,10:00,San Marino,356,128,35,
13/04/2020,10:00,São Tomé and Príncipe,4,4,0,
13/04/2020,10:00,Saudi Arabia,4033,2830,52,
13/04/2020,10:00,Senegal,278,159,2,
13/04/2020,10:00,Serbia,3380,2721,74,
13/04/2020,10:00,Seychelles,11,4,0,
13/04/2020,10:00,Sierra Leone,8,8,0,
13/04/2020,10:00,Singapore,2532,1688,8,
13/04/2020,10:00,Sint Maarten,50,47,9,
13/04/2020,10:00,Slovakia,728,433,2,
13/04/2020,10:00,Slovenia,1188,497,50,
