District,Building name,Last date of residence of the case(s),Related probable/confirmed cases
Kwai Tsing,"Block 1, Kwai Tak Industrial Centre (non-residential)",17/03/2020,"229, 337, 338"
Central & Western,Bank of China building (non-residential),18/03/2020,"106, 183, 204"
Sha Tin,CCT Telecom Building  (non-residential),18/03/2020,"191, 217, 373"
Tuen Mun,V city (non-residential),18/03/2020,193
Central & Western,"ICBC Tower, Garden Road (non-residential)",18/03/2020,"195, 339"
Yau Tsim Mong,Boundary Street Sports Centre No. 2 (non-residential),18/03/2020,200
Yuen Long,Yuen Long Division Police Station (non-residential),18/03/2020,201
Central & Western,Gloucester Tower (non-residential),18/03/2020,206
Central & Western,Central Buildling (non-residential),18/03/2020,227
Sha Tin,89 Chik Fu Street (non-residential),18/03/2020,253
Kwai Tsing,Hutchison Telecom Tower (non-residential),18/03/2020,259
Central & Western,Nan Fung Place (non-residential),18/03/2020,270
Wan Chai,YF Life Tower (non-residential),18/03/2020,277
Central & Western,120 Connaught Road West (non-residential),18/03/2020,281
Yau Tsim Mong,Hong Kong Pacific Centre (non-residential),18/03/2020,310
Sham Shui Po,83 Hing Wah Street West (non-residential),18/03/2020,314
Sham Shui Po,95 Hing Wah Street West (non-residential),18/03/2020,314
Central & Western,18 Gilman's Bazaar (non-residential),18/03/2020,373
Wan Chai,Telecom House (non-residential),18/03/2020,377
Eastern,Wah Shing Centre (non-residential),18/03/2020,406
Wan Chai,Causeway Bay Plaza 2 (non-residential),18/03/2020,437
Wan Chai,Lee Garden Two (non-residential),18/03/2020,437
Wan Chai,8 Hysan Avenue (non-residential),18/03/2020,437
Central & Western,One Pacific Place (non-residential),18/03/2020,584
Central & Western,Treasure Court (non-residential),18/03/2020,618
Kwun Tong,COS Centre (non-residential),18/03/2020,704
Islands,Tung Chung Crescent (non-residential),19/03/2020,"212, 271"
Eastern,Technology Plaza (non-residential),19/03/2020,229
Yuen Long,Tin Shui Shopping Center (non-residential),19/03/2020,231
Tuen Mun,Tuen Mun Parkland Square (non-residential),19/03/2020,244
Sai Kung,Ming Tak Shopping Centre (non-residential),19/03/2020,256
Central & Western,"Phase 1, IFC (non-residential)",19/03/2020,270
Sham Shui Po,67 Broadway (non-residential),19/03/2020,270
Yau Tsim Mong,Hoi Fu Shopping Centre  (non-residential),19/03/2020,273
Sham Shui Po,Cheung Lung Industrial Building (non-residential),19/03/2020,"291, 312, 372, 391, 429"
Central & Western,Wah Po Building (non-residential),19/03/2020,319
Kowloon City,15 Kent Road (non-residential),19/03/2020,340
Kowloon City,360 Prince Edward Road (non-residential),19/03/2020,349
Tai Po,21 Nam Shing Street (non-residential),19/03/2020,377
Islands,Citygate Outlets (non-residential),19/03/2020,392
Southern,The Pulse  (non-residential),19/03/2020,406
Wan Chai,Fat Cheong Building (non-residential),19/03/2020,406
Wan Chai,Prosperous Commercial Building (non-residential),19/03/2020,412
Yau Tsim Mong,Pioneer Centre (non-residential),19/03/2020,428
Kwun Tong,Everest Industrial Centre (non-residential),19/03/2020,437
Kwun Tong,APM (non-residential),19/03/2020,437
Central & Western,1 Seymour Road (non-residential),19/03/2020,584
Central & Western,The L. Place (non-residential),19/03/2020,586
Central & Western,Nam Wo Hong Building (non-residential),19/03/2020,677
Kwai Tsing,Shek Yam Shopping Centre (non-residential),20/03/2020,263
Central & Western,97 Hollywood Road (non-residential),20/03/2020,"266, 319"
Central & Western,62 Hollywood Road (non-residential),20/03/2020,"266, 342"
Sha Tin,Union Hospital (non-residential),20/03/2020,317
Wan Chai,Wu Chung House (non-residential),20/03/2020,325
Central & Western,One Exchange Square (non-residential),20/03/2020,339
Eastern,Parker33 (non-residential),20/03/2020,339
Eastern,Siu Sai Wan Plaza (non-residential),20/03/2020,340
Islands,"Commercial Centre 1, Yat Tung Shopping Centre (non-residential)",20/03/2020,371
Tai Po,22 Wai Yan Street (non-residential),20/03/2020,377
Tai Po,48 Po Heung Street (non-residential),20/03/2020,377
Yau Tsim Mong,Sands Building (non-residential),20/03/2020,388
Central & Western,Yip Fung Building (non-residential),20/03/2020,391
Yau Tsim Mong,K11 (non-residential),20/03/2020,400
Yau Tsim Mong,K11 (non-residential),20/03/2020,401
Yau Tsim Mong,Mira Place Tower A (non-residential),20/03/2020,405
Islands,Cathay Pacific City (non-residential),20/03/2020,411
Kwun Tong,Manulife Tower (non-residential),20/03/2020,414
Yau Tsim Mong,Austin Tower Phase II (non-residential),20/03/2020,415
Yau Tsim Mong,Manson House (non-residential),20/03/2020,428
Southern,Marina Square East Centre (non-residential),20/03/2020,429
Yau Tsim Mong,26 Nathan Road (non-residential),20/03/2020,437
Yau Tsim Mong,7 Ashley Road  (non-residential),20/03/2020,437
Yau Tsim Mong,6 Knutsford Terrace (non-residential),20/03/2020,466
Yau Tsim Mong,10 Knutsford Terrace (non-residential),20/03/2020,466
Yau Tsim Mong,39 Hankow Road (non-residential),20/03/2020,514
Yau Tsim Mong,iSQUARE (non-residential),20/03/2020,514
Eastern,18 Java Road (non-residential),20/03/2020,534
Wan Chai,54 Jaffe Road (non-residential),20/03/2020,562
Central & Western,IFC (non-residential),20/03/2020,586
Kowloon City,Kowloon Public Library (non-residential),20/03/2020,609
Central & Western,323 Queen's Road West  (non-residential),20/03/2020,686
Eastern,Harbour Plaza (non-residential),20/03/2020,718
Wong Tai Sin,Kai Tak Garden Shopping Arcade (non-residential),21/03/2020,275
Southern,Le Meridien Cyberport (non-residential),21/03/2020,316
Sha Tin,16 Science Park Avenue (non-residential),21/03/2020,333
Yau Tsim Mong,Elements (non-residential),21/03/2020,346
Central & Western,Seaview Commercial Building (non-residential),21/03/2020,374
Tai Po,Uptown Plaza (non-residential),21/03/2020,377
Wan Chai,Hysan Place (non-residential),21/03/2020,402
Eastern,"Hei Tsui House, Wan Tsui Estate (non-residential)",21/03/2020,412
Wan Chai,171 Hennessy Road (non-residential),21/03/2020,413
Yau Tsim Mong,Philip House (non-residential),21/03/2020,415
Yau Tsim Mong,Olympian City 2 (non-residential),21/03/2020,428
Kwai Tsing,"Block 3, Golden Dragon Industrial Centre (non-residential)",21/03/2020,442
Yau Tsim Mong,314 Sai Yeung Choi Street North (non-residential),21/03/2020,450
Yau Tsim Mong,Tai Kok Tsui Municipal (non-residential),21/03/2020,450
Yau Tsim Mong,Elements (non-residential),21/03/2020,464
Central & Western,Central Buildling (non-residential),21/03/2020,465
Central & Western,Coda Plaza (non-residential),21/03/2020,476
Wan Chai,Wan Chai Market (non-residential),21/03/2020,477
Central & Western,63 Bonham Rd (non-residential),21/03/2020,585
Central & Western,129 Second Street (non-residential),21/03/2020,585
Sham Shui Po,"208B, Fuk Wa Street (non-residential)",21/03/2020,609
Kwun Tong,One Pacific Centre (non-residential),21/03/2020,637
Kwun Tong,55 Hoi Yuen Road (non-residential),21/03/2020,637
Southern,Aberdeen Centre Shopping Arcade Site 2 (non-residential),21/03/2020,677
Yau Tsim Mong,iSQUARE (non-residential),21/03/2020,704
Central & Western,6 Tai Ping Shan Street (non-residential),21/03/2020,713
Wan Chai,Wing Hing Building (non-residential),21/03/2020,717
Central & Western,Ho Lee Commercial Building (non-residential),22/03/2020,"182, 227, 276, 343, 360, 362, 367, 384, 386, 387, 389, 394, 411, 422, 432, 433, 440, 442, 453, 497, 501, 511, 513, 576, 627, 746"
Kowloon City,2B Hung Fook Street (non-residential),22/03/2020,385
Tuen Mun,Mai Kei Building (non-residential),22/03/2020,411
Sham Shui Po,69 - 119 Broadway Street (non-residential),22/03/2020,414
Yau Tsim Mong,Empire Centre (non-residential),22/03/2020,415
Central & Western,Central Building (non-residential),22/03/2020,420
Eastern,Chai Wan Municipal Services Building (non-residential),22/03/2020,422
Wan Chai,354 Hennessy Road (non-residential),22/03/2020,423
Wan Chai,Dragon Rise Building (non-residential),22/03/2020,423
Tsuen Wan,Citywalk Phase 1 (non-residential),22/03/2020,428
Eastern,Hing Wah Plaza (non-residential),22/03/2020,442
Wan Chai,88 Gloucester Road  (non-residential),22/03/2020,524
Central & Western,Two Chinachem Plaza (non-residential),22/03/2020,"563, 683"
Yau Tsim Mong,MW Plaza (non-residential),22/03/2020,567
Kowloon City,"Deli Place (Site 4), the Whampoa (non-residential)",22/03/2020,609
Kowloon City,The Whampoa (non-residential),22/03/2020,609
Kowloon City,"Home World, the Whampoa (non-residential)",22/03/2020,609
Yau Tsim Mong,Omega Plaza (non-residential),22/03/2020,702
Kowloon City,6-8 Malacca street (non-residential),22/03/2020,704
Central & Western,Good View Court (non-residential),22/03/2020,717
Kowloon City,Harbour Place Club House (non-residential),22/03/2020,718
Kwun Tong,Laguna Arcade (non-residential),22/03/2020,746
Central & Western,33 Des Voeux Road Central (non-residential),23/03/2020,402
Sham Shui Po,Lai Wan Market (non-residential),23/03/2020,414
Yau Tsim Mong,Best Western Plus Hotel Kowloon (non-residential),23/03/2020,415
Central & Western,Wing On House (non-residential),23/03/2020,422
Eastern,Wai Fong Court (non-residential),23/03/2020,422
Yau Tsim Mong,Hollywood Plaza (non-residential),23/03/2020,428
Yau Tsim Mong,King Wah Centre (non-residential),23/03/2020,428
Yau Tsim Mong,498-500 Nathan Road (non-residential),23/03/2020,437
Wan Chai,Hang Lung Centre (non-residential),23/03/2020,465
Central & Western,Henley Building (non-residential),23/03/2020,466
Wan Chai,Hysan Place (non-residential),23/03/2020,466
Wan Chai,The Park Lane (non-residential),23/03/2020,466
Shatin,Sha Tin Government Offices (non-residential),23/03/2020,514
Yau Tsim Mong,Lee Chau Commercial Building (non-residential),23/03/2020,516
Yau Tsim Mong,10 Knutsford Terrace (non-residential),23/03/2020,567
Yuen Long,55 Sau Fu Street (non-residential),23/03/2020,615
Southern,The Pulse  (non-residential),23/03/2020,618
Kwun Tong,Hung To Centre (non-residential),23/03/2020,637
Kwun Tong,"Kai Shing House, Kai Yip Estate (non-residential)",23/03/2020,643
Yau Tsim Mong,Yiu Pont House (non-residential),23/03/2020,704
Wan Chai,76 Jaffe Road (non-residential),24/03/2020,"276, 343, 362, 367, 386, 387, 389, 413, 432, 433, 434, 440, 477, 499, 501, 509, 513, 519, 524, 576, 635, 638, 746, 707"
Yau Tsim Mong,9 Knutsford Terrace (non-residential),24/03/2020,"387, 389, 395, 411, 428, 433, 447, 450, 458, 462, 466,  483, 484, 498, 501, 510, 511, 512, 513, 514, 517, 526, 573, 581, 614, 615, 625, 670, 746, 755"
Yau Tsim Mong,Silvercord (non-residential),24/03/2020,388
Sham Shui Po,Lander Hotel Prince Edward (non-residential),24/03/2020,388
Yau Tsim Mong,Mary Building (non-residential),24/03/2020,388
Kwun Tong,Sceneway Plaza (non-residential),24/03/2020,412
Yuen Long,Ping Yan Shopping Centre (non-residential),24/03/2020,413
Central & Western,China Insurance Group Building (non-residential),24/03/2020,415
Sham Shui Po,Sham Shui Po Police Station (non-residential),24/03/2020,428
Tsuen Wan,New Territories South Regional Police Headquarters (non-residential),24/03/2020,428
Wan Chai,Wan Chai Market (non-residential),24/03/2020,433
Kwai Tsing,Metroplaza (non-residential),24/03/2020,442
Wong Tai Sin,Yin Hing Building (non-residential),24/03/2020,450
Sha Tin,Hyatt Regency Hong Kong (non-residential),24/03/2020,458
Yau Tsim Mong,Eu Yan Sang Tower (non-residential),24/03/2020,465
Central & Western,"ICBC Tower, Garden Road (non-residential)",24/03/2020,467
Yau Tsim Mong,10-11 Knustsford Terrace (non-residential),24/03/2020,"483, 516"
Sha Tin,Hilton Plaza (non-residential),24/03/2020,483
Yau Tsim Mong,Lokville Commercial Building (non-residential),24/03/2020,567
Southern,Gleneagles Hospital Hong Kong (non-residential),24/03/2020,573
Central & Western,2 Arbuthnot Road (non-residential),24/03/2020,579
Yau Tsim Mong,Langham Place (non-residential),24/03/2020,611
Central & Western,8 First Street (non-residential),24/03/2020,622
Yau Tsim Mong,25 Carnarvon Road (non-residential),24/03/2020,"662, 687, 702, 704, 705, 758, 759"
Tsuen Wan,The Mills (non-residential),24/03/2020,704
Yau Tsim Mong,8 Minden Avenue (non-residential),24/03/2020,704
Eastern,Maxi Mall (non-residential),24/03/2020,717
Kwun Tong,"Phase 2, Amoy Gardens (non-residential)",24/03/2020,718
Kwun Tong,"Phase 1, Amoy Plaza (non-residential)",24/03/2020,718
Yuen Long,Yoho Mall II (non-residential),25/03/2020,413
Yau Tsim Mong,Pionner Centre (non-residential),25/03/2020,415
Central & Western,Entertainment Building (non-residential),25/03/2020,452
Southern,Abba Shopping Mall (non-residential),25/03/2020,463
Tuen Mun,Yan Oi General Out-Patient Clinic (non-residential),25/03/2020,466
Southern,T.W.G.HS. Jockey Club Rehabilitation Complex (non-residential),25/03/2020,512
Yau Tsim Mong,St. Teresa's Hospital (non-residential),25/03/2020,514
Wan Chai,5 Tonnochy Road (non-residential),25/03/2020,525
Central & Western,Hilltop Plaza (non-residential),25/03/2020,566
Yau Tsim Mong,Wing Cheong Building (non-residential),25/03/2020,567
Sham Shui Po,Festival Walk (non-residential),25/03/2020,573
Kowloon City,Hong Kong Baptist Hospital (non-residential),25/03/2020,611
Central & Western,36 Pottinger Street (non-residential),25/03/2020,618
Central & Western,36 Pottinger Street (non-residential),25/03/2020,618
Shum Shui Po,Sun Cheong Industrial Building (non-residential),25/03/2020,625
Yuen Long,Tak Cheung Building (non-residential),25/03/2020,633
Yuen Long,Fu Hing Building (non-residential),26/03/2020,466
Yuen Long,Yoho Mall I (non-residential),26/03/2020,466
Kowloon City,93 Pau Chung Street (non-residential),26/03/2020,484
Shatin,New Town Plaza (non-residential),26/03/2020,495
Sai Kung,70 Chun Choi Street (non-residential),26/03/2020,562
Sha Tin,Carado Garden (non-residential),26/03/2020,610
Central & Western,Euro Trade Centre (non-residential),26/03/2020,625
Sham Shui Po,Shek Kip Mei Reporting Centre (non-residential),26/03/2020,663
Wan Chai,82 Jaffe Road (non-residential),27/03/2020,"276, 362, 367, 386, 387, 389, 432, 433, 440, 481, 501, 513, 531, 626, 746"
Tsuen Wan,Hong Kong Adventist Hospital - Tsuen Wan (non-residential),27/03/2020,511
Yau Tsim Mong,68 Lai Chi Kok Road (non-residential),27/03/2020,567
Central & Western,China Insurance Group Building (non-residential),27/03/2020,609
Tuen Mun,Leung King Commercial Complex  (non-residential),27/03/2020,632
Tuen Mun,San Hui Market (non-residential),27/03/2020,632
Kwun Tong,APM (non-residential),27/03/2020,637
Wan Chai,L'Hart (non-residential),27/03/2020,663
Yau Tsim Mong,West Kowloon Cultural District (non-residential),27/03/2020,663
Yau Tsim Mong,Olympian City Two (non-residential),27/03/2020,686
Yau Tsim Mong,K11 Musea (non-residential),27/03/2020,"687, 702, 704, 705, 758, 759"
Yau Tsim Mong,Gateway Tower 1 (non-residential),27/03/2020,718
Yau Tsim Mong,iSQUARE (non-residential),28/03/2020,"504, 756"
Yau Tsim Mong,"Burlington Arcade, Tsim Sha Tsui (non-residential)",28/03/2020,638
Islands,Cathay Pacific City (non-residential),28/03/2020,641
Southern,23 Yip Kan Street (non-residential),28/03/2020,719
Wong Tai Sin,Hang On Building (non-residential),28/03/2020,755
Yau Tsim Mong,Police Sports and Recreation Club (non-residential),29/03/2020,663
Kwun Tong,Hip Wo House (non-residential),29/03/2020,718
Southern,Abba Shopping Mall (non-residential),29/03/2020,748
Eastern,Tung Po Mansion (non-residential),29/03/2020,750
Central & Western,Central Government Pier (non-residential),31/03/2020,717
Southern,Global Trade Square (non-residential),31/03/2020,719
Sham Shui Po,Precious Blood Hospital (non-residential),31/03/2020,757
