As of date,As of time,Countries/areas,Cumulative number of confirmed cases,Number of newly confirmed cases reported in the past 14 days,Cumulative number of deaths among confirmed cases,Remark
03/04/2020,10:00,Côte d’Ivoire,190,181,0,
03/04/2020,10:00,Croatia,963,882,6,
03/04/2020,10:00,Cuba,212,202,6,
03/04/2020,10:00,Curaçao,11,8,1,
03/04/2020,10:00,Cyprus,320,262,9,
03/04/2020,10:00,Czech Republic,3589,2895,39,
03/04/2020,10:00,Democratic Republic of the Congo,123,116,11,
03/04/2020,10:00,Denmark,3107,1975,104,
03/04/2020,10:00,Djibouti,34,33,0,
03/04/2020,10:00,Dominica,11,11,0,
03/04/2020,10:00,Dominican Republic,1284,1263,57,
03/04/2020,10:00,Ecuador,2372,2217,146,
03/04/2020,10:00,Egypt,779,583,52,
03/04/2020,10:00,El Salvador,32,32,1,
03/04/2020,10:00,Equatorial Guinea,14,11,0,
03/04/2020,10:00,Eritrea,15,15,0,
03/04/2020,10:00,Estonia,779,512,5,
03/04/2020,10:00,Eswatini,9,8,0,
03/04/2020,10:00,Ethiopia,26,20,0,
03/04/2020,10:00,Faroe Islands,173,115,0,
03/04/2020,10:00,Fiji,5,5,0,
03/04/2020,10:00,Finland,1446,1077,17,
03/04/2020,10:00,France,59105,48110,4503,
03/04/2020,10:00,French Guiana,51,40,0,
03/04/2020,10:00,French Polynesia,37,34,0,
03/04/2020,10:00,Gabon,7,4,1,
03/04/2020,10:00,Gambia,3,2,1,
03/04/2020,10:00,Georgia,121,83,0,
03/04/2020,10:00,Germany,73522,62523,872,
03/04/2020,10:00,Ghana,195,186,5,
03/04/2020,10:00,Gibraltar,69,61,0,
03/04/2020,10:00,Greece,1375,957,50,
03/04/2020,10:00,Greenland,10,8,0,
03/04/2020,10:00,Grenada,9,9,0,
03/04/2020,10:00,Guadeloupe,125,92,6,
03/04/2020,10:00,Guam,77,72,3,
03/04/2020,10:00,Guatemala,39,33,1,
03/04/2020,10:00,Guernsey,78,77,1,
03/04/2020,10:00,Guinea,30,29,0,
03/04/2020,10:00,Guinea-Bissau,9,9,0,
03/04/2020,10:00,Guyana,19,15,2,
03/04/2020,10:00,Haiti,16,16,0,
03/04/2020,10:00,Holy See,6,5,0,
03/04/2020,10:00,Honduras,172,163,10,
03/04/2020,10:00,Hong Kong Special Administrative Region,803,594,4,Including 1 probable case
03/04/2020,10:00,Hungary,525,452,20,
03/04/2020,10:00,Iceland,1220,890,2,
03/04/2020,10:00,India,1636,1485,38,
03/04/2020,10:00,Indonesia,1677,1450,157,
03/04/2020,10:00,Iran,50468,32061,3160,
03/04/2020,10:00,Iraq,728,564,52,
03/04/2020,10:00,Ireland,3447,2890,85,
03/04/2020,10:00,Isle of Man,65,65,0,
03/04/2020,10:00,Israel,5591,5062,21,
03/04/2020,10:00,Italy,115242,74207,13915,
03/04/2020,10:00,Jamaica,38,25,1,
03/04/2020,10:00,Japan,2617,1667,63,Excluding 712 cases were confirmed among passengers/crews in a cruise ship (including 11 fatal cases)
03/04/2020,10:00,Jersey,81,76,2,
03/04/2020,10:00,Jordan,278,226,5,
03/04/2020,10:00,Kazakhstan,386,340,3,
03/04/2020,10:00,Kenya,81,74,1,
03/04/2020,10:00,Kosovo,125,125,1,
03/04/2020,10:00,Kuwait,317,175,0,
03/04/2020,10:00,Kyrgyzstan,115,112,0,
03/04/2020,10:00,Lao People's Democratic Republic,10,10,0,
03/04/2020,10:00,Latvia,446,360,0,
03/04/2020,10:00,Lebanon,479,346,12,
03/04/2020,10:00,Liberia,6,4,0,
03/04/2020,10:00,Libya,10,10,0,
03/04/2020,10:00,Liechtenstein,72,47,0,
03/04/2020,10:00,Lithuania,581,545,8,
03/04/2020,10:00,Luxembourg,2319,1974,29,
03/04/2020,10:00,Macao Special Administrative Region,41,24,0,
03/04/2020,10:00,Madagascar,53,53,0,
03/04/2020,10:00,Mainland China,81620,653,3322,
03/04/2020,10:00,Malaysia,2908,2118,45,
03/04/2020,10:00,Maldives,18,5,0,
03/04/2020,10:00,Mali,28,28,0,
03/04/2020,10:00,Malta,188,135,0,
03/04/2020,10:00,Martinique,128,105,3,
03/04/2020,10:00,Mauritania,5,3,0,
03/04/2020,10:00,Mauritius,154,151,5,
03/04/2020,10:00,Mayotte,116,113,2,
03/04/2020,10:00,Mexico,1215,1122,29,
03/04/2020,10:00,Monaco,37,28,0,
03/04/2020,10:00,Mongolia,14,9,0,
03/04/2020,10:00,Montenegro,120,110,2,
03/04/2020,10:00,Montserrat,5,4,0,
03/04/2020,10:00,Morocco,676,627,39,
03/04/2020,10:00,Mozambique,10,10,0,
03/04/2020,10:00,Myanmar,15,15,1,
03/04/2020,10:00,Namibia,11,9,0,
03/04/2020,10:00,Nepal,5,4,0,
03/04/2020,10:00,Netherlands,13614,11154,1173,
03/04/2020,10:00,New Caledonia,16,16,0,
03/04/2020,10:00,New Zealand,723,703,1,
03/04/2020,10:00,Nicaragua,5,5,1,
03/04/2020,10:00,Niger,74,74,5,
03/04/2020,10:00,Nigeria,139,131,2,
03/04/2020,10:00,North Macedonia,354,306,11,
03/04/2020,10:00,Northern Mariana Islands,6,6,0,
03/04/2020,10:00,Norway,4665,3113,32,
03/04/2020,10:00,Palestine,134,90,1,
03/04/2020,10:00,Oman,231,198,1,
03/04/2020,10:00,Pakistan,2291,2050,31,
03/04/2020,10:00,Panama,1181,1095,30,
03/04/2020,10:00,Papua New Guinea,1,1,0,
03/04/2020,10:00,Paraguay,69,58,3,
03/04/2020,10:00,Peru,1323,1178,24,
03/04/2020,10:00,Philippines,2311,2109,96,
03/04/2020,10:00,Poland,2554,2229,43,
03/04/2020,10:00,Portugal,8251,7466,187,
03/04/2020,10:00,Puerto Rico,286,281,11,
03/04/2020,10:00,Qatar,835,383,2,
03/04/2020,10:00,Korea,10062,1410,174,
03/04/2020,10:00,Republic of Moldova,423,374,5,
03/04/2020,10:00,Réunion,281,269,0,
03/04/2020,10:00,Romania,2460,2200,85,
03/04/2020,10:00,Russia,2777,2578,24,
03/04/2020,10:00,Rwanda,82,71,0,
03/04/2020,10:00,Saint Barthélemy,6,3,0,
03/04/2020,10:00,Saint Kitts and Nevis,8,8,0,
03/04/2020,10:00,Saint Lucia,13,11,0,
03/04/2020,10:00,Saint Martin,21,17,2,
03/04/2020,10:00,Saint Vincent and the Grenadines,1,0,0,
03/04/2020,10:00,San Marino,236,110,28,
03/04/2020,10:00,Saudi Arabia,1720,1482,16,
03/04/2020,10:00,Senegal,190,154,1,
03/04/2020,10:00,Serbia,1060,937,13,
03/04/2020,10:00,Seychelles,10,4,0,
03/04/2020,10:00,Sierra Leone,2,2,0,
03/04/2020,10:00,Singapore,1049,704,4,
03/04/2020,10:00,Sint Maarten,6,6,0,
03/04/2020,10:00,Slovakia,400,277,0,
03/04/2020,10:00,Slovenia,841,522,15,
03/04/2020,10:00,Somalia,5,4,0,
03/04/2020,10:00,South Africa,1380,1264,5,
03/04/2020,10:00,Spain,110238,93091,10003,
03/04/2020,10:00,Sri Lanka,143,101,2,
03/04/2020,10:00,Sudan,7,6,2,
03/04/2020,10:00,Suriname,8,7,0,
03/04/2020,10:00,Sweden,4947,3524,239,
03/04/2020,10:00,Switzerland,17070,13207,378,
03/04/2020,10:00,Syrian Arab Republic,10,10,3,
03/04/2020,10:00,Taiwan,339,231,5,
03/04/2020,10:00,Thailand,1771,1559,12,
03/04/2020,10:00,United Kingdom,33718,30441,2921,
03/04/2020,10:00,Timor-Leste,1,1,0,
03/04/2020,10:00,Togo,36,35,2,
03/04/2020,10:00,Trinidad and Tobago,89,82,5,
03/04/2020,10:00,Tunisia,423,394,12,
03/04/2020,10:00,Turkey,15679,15488,277,
03/04/2020,10:00,Turks and Caicos Islands,5,5,0,
03/04/2020,10:00,Uganda,44,44,0,
03/04/2020,10:00,Ukraine,804,788,20,
03/04/2020,10:00,United Arab Emirates,814,701,8,
03/04/2020,10:00,United Republic of Tanzania,20,17,1,
03/04/2020,10:00,United States of America,213144,202702,4513,
03/04/2020,10:00,United States Virgin Islands,30,28,0,
03/04/2020,10:00,Uruguay,338,309,2,
03/04/2020,10:00,Uzbekistan,190,169,2,
03/04/2020,10:00,Venezuela (Bolivarian Republic of),143,107,3,
03/04/2020,10:00,Viet Nam,218,152,0,
03/04/2020,10:00,Zambia,36,34,0,
03/04/2020,10:00,Zimbabwe,8,8,1,
